#Werte:
#Zeitschritt dt:	1e-05
#Maximale Zeit tmax:	15
#Samplegroesse:	10000
#Ausgabedatei:	./Daten/data1.dat
#Zeit t	Winkel1 in rad	Winkel2 in rad	Winkelgeschw1 in rad/s	Winkelgeschw2 in rad/s
1.87499	-0.0998892	-0.911421	2.01788	8.37332
1.87649	-0.0969007	-0.898821	1.96624	8.42763
1.87799	-0.0939902	-0.886139	1.91394	8.4823
1.87949	-0.0911587	-0.873374	1.86097	8.53732
1.88099	-0.0884071	-0.860527	1.80734	8.59273
1.88249	-0.0857364	-0.847596	1.75308	8.64851
1.88399	-0.0831476	-0.834582	1.69817	8.70467
1.88549	-0.0806416	-0.821483	1.64265	8.76123
1.88699	-0.0782194	-0.808298	1.58652	8.81818
1.88849	-0.0758818	-0.795028	1.52979	8.87553
1.88999	-0.0736297	-0.781672	1.47248	8.93328
1.89149	-0.071464	-0.768229	1.41462	8.99142
1.89299	-0.0693855	-0.754698	1.35622	9.04997
1.89449	-0.067395	-0.741079	1.29731	9.10891
1.89599	-0.0654933	-0.727372	1.2379	9.16824
1.89749	-0.0636809	-0.713575	1.17805	9.22795
1.89899	-0.0619587	-0.699688	1.11776	9.28803
1.90049	-0.0603272	-0.685711	1.05708	9.34846
1.90199	-0.058787	-0.671643	0.99605	9.40924
1.90349	-0.0573386	-0.657484	0.934707	9.47033
1.90499	-0.0559824	-0.643232	0.873098	9.53171
1.90649	-0.0547188	-0.628889	0.811273	9.59336
1.90799	-0.0535481	-0.614453	0.749285	9.65524
1.90949	-0.0524704	-0.599923	0.687193	9.71731
1.91099	-0.0514859	-0.585301	0.62506	9.77952
1.91249	-0.0505946	-0.570585	0.562955	9.84183
1.91399	-0.0497963	-0.555776	0.500951	9.90418
1.91549	-0.049091	-0.540873	0.439126	9.9665
1.91699	-0.0484782	-0.525877	0.377566	10.0287
1.91849	-0.0479575	-0.510788	0.316361	10.0908
1.91999	-0.0475283	-0.495605	0.255606	10.1526
1.92149	-0.0471898	-0.480331	0.195403	10.214
1.92299	-0.0469411	-0.464964	0.135862	10.275
1.92449	-0.0467812	-0.449507	0.077096	10.3354
1.92599	-0.0467088	-0.433959	0.0192253	10.3951
1.92749	-0.0467225	-0.418322	-0.0376242	10.454
1.92899	-0.0468205	-0.402598	-0.0933211	10.5119
1.93049	-0.0470012	-0.386787	-0.147729	10.5688
1.93199	-0.0472625	-0.370893	-0.200705	10.6243
1.93349	-0.047602	-0.354915	-0.252106	10.6785
1.93499	-0.0480174	-0.338858	-0.301781	10.731
1.93649	-0.048506	-0.322724	-0.349579	10.7819
1.93799	-0.0490647	-0.306514	-0.395346	10.8307
1.93949	-0.0496905	-0.290233	-0.438929	10.8775
1.94099	-0.0503799	-0.273883	-0.480173	10.9219
1.94249	-0.0511293	-0.257469	-0.518926	10.9639
1.94399	-0.051935	-0.240993	-0.55504	11.0031
1.94549	-0.0527927	-0.224461	-0.588371	11.0396
1.94699	-0.0536983	-0.207876	-0.618781	11.073
1.94849	-0.0546473	-0.191244	-0.646139	11.1032
1.94999	-0.0556349	-0.174568	-0.670325	11.1302
1.95149	-0.0566564	-0.157855	-0.691229	11.1536
1.95299	-0.0577067	-0.141109	-0.708753	11.1734
1.95449	-0.0587808	-0.124337	-0.722812	11.1896
1.95599	-0.0598733	-0.107543	-0.733337	11.2019
1.95749	-0.0609789	-0.0907328	-0.740275	11.2104
1.95899	-0.0620922	-0.0739132	-0.743588	11.215
1.96049	-0.0632078	-0.0570897	-0.743256	11.2156
1.96199	-0.0643202	-0.0402682	-0.739277	11.2123
1.96349	-0.0654239	-0.0234545	-0.731666	11.2051
1.96499	-0.0665135	-0.00665461	-0.720454	11.194
1.96649	-0.0675836	0.0101258	-0.70569	11.1791
1.96799	-0.068629	0.0268811	-0.68744	11.1605
1.96949	-0.0696445	0.0436057	-0.665783	11.1382
1.97099	-0.070625	0.0602943	-0.640813	11.1124
1.97249	-0.0715656	0.0769417	-0.612636	11.0833
1.97399	-0.0724616	0.0935429	-0.581371	11.0509
1.97549	-0.0733085	0.110093	-0.547145	11.0154
1.97699	-0.074102	0.126588	-0.510093	10.9771
1.97849	-0.0748379	0.143024	-0.470359	10.9361
1.97999	-0.0755122	0.159396	-0.428089	10.8925
1.98149	-0.0761214	0.175701	-0.383436	10.8465
1.98299	-0.0766619	0.191935	-0.336551	10.7984
1.98449	-0.0771305	0.208095	-0.28759	10.7482
1.98599	-0.0775242	0.224179	-0.236707	10.6963
1.98749	-0.0778402	0.240184	-0.184053	10.6427
1.98899	-0.0780761	0.256107	-0.12978	10.5877
1.99049	-0.0782294	0.271947	-0.0740332	10.5313
1.99199	-0.0782981	0.287701	-0.0169565	10.4738
1.99349	-0.0782802	0.303369	0.0413121	10.4152
1.99499	-0.0781742	0.318947	0.100639	10.3558
1.99649	-0.0779785	0.334437	0.160897	10.2957
1.99799	-0.0776917	0.349835	0.221964	10.235
1.99949	-0.0773128	0.365142	0.283723	10.1737
2.00099	-0.0768409	0.380357	0.346064	10.1121
2.00249	-0.076275	0.395479	0.408883	10.0501
2.00399	-0.0756147	0.410508	0.472082	9.98794
2.00549	-0.0748593	0.425443	0.535568	9.92565
2.00699	-0.0740085	0.440285	0.599255	9.86328
2.00849	-0.0730621	0.455034	0.663061	9.80092
2.00999	-0.0720199	0.469689	0.726912	9.73863
2.01149	-0.070882	0.48425	0.790738	9.67644
2.01299	-0.0696484	0.498719	0.854473	9.61441
2.01449	-0.0683193	0.513095	0.918056	9.55259
2.01599	-0.0668949	0.527378	0.981434	9.49099
2.01749	-0.0653757	0.541568	1.04455	9.42965
2.01899	-0.063762	0.555667	1.10737	9.36861
2.02049	-0.0620544	0.569675	1.16983	9.30787
2.02199	-0.0602533	0.583592	1.23191	9.24746
2.02349	-0.0583595	0.597418	1.29356	9.18739
2.02499	-0.0563735	0.611155	1.35476	9.12767
2.02649	-0.054296	0.624802	1.41547	9.06832
2.02799	-0.0521279	0.638361	1.47566	9.00933
2.02949	-0.0498699	0.651831	1.53531	8.95071
2.03099	-0.0475228	0.665214	1.5944	8.89246
2.03249	-0.0450876	0.678509	1.65291	8.83458
2.03399	-0.042565	0.691718	1.71082	8.77707
2.03549	-0.039956	0.704842	1.76811	8.71993
2.03699	-0.0372615	0.717879	1.82478	8.66316
2.03849	-0.0344825	0.730832	1.8808	8.60673
2.03999	-0.03162	0.7437	1.93616	8.55066
2.04149	-0.0286749	0.756485	1.99087	8.49494
2.04299	-0.0256482	0.769186	2.0449	8.43954
2.04449	-0.022541	0.781804	2.09825	8.38448
2.04599	-0.0193543	0.79434	2.15092	8.32973
2.04749	-0.0160891	0.806794	2.2029	8.2753
2.04899	-0.0127465	0.819167	2.25418	8.22116
2.05049	-0.0093274	0.831458	2.30476	8.16732
2.05199	-0.00583299	0.843669	2.35465	8.11375
2.05349	-0.00226428	0.8558	2.40383	8.06046
2.05499	0.00137768	0.867852	2.4523	8.00742
2.05649	0.00509184	0.879823	2.50008	7.95464
2.05799	0.00887712	0.891716	2.54715	7.9021
2.05949	0.0127325	0.90353	2.59351	7.84978
2.06099	0.0166569	0.915266	2.63917	7.79769
2.06249	0.0206492	0.926924	2.68413	7.74581
2.06399	0.0247085	0.938505	2.72839	7.69413
2.06549	0.0288337	0.950007	2.77195	7.64265
2.06699	0.0330236	0.961433	2.81481	7.59134
2.06849	0.0372774	0.972782	2.85698	7.54022
2.06999	0.0415938	0.984054	2.89846	7.48925
2.07149	0.045972	0.995251	2.93925	7.43845
2.07299	0.0504109	1.00637	2.97935	7.38779
2.07449	0.0549094	1.01741	3.01877	7.33728
2.07599	0.0594665	1.02838	3.05752	7.2869
2.07749	0.0640812	1.03928	3.09558	7.23665
2.07899	0.0687526	1.05009	3.13298	7.18651
2.08049	0.0734795	1.06084	3.16971	7.13649
2.08199	0.078261	1.0715	3.20577	7.08657
2.08349	0.0830962	1.0821	3.24117	7.03676
2.08499	0.0879839	1.09261	3.27592	6.98704
2.08649	0.0929233	1.10306	3.31002	6.9374
2.08799	0.0979133	1.11343	3.34347	6.88785
2.08949	0.102953	1.12372	3.37627	6.83838
2.09099	0.108042	1.13394	3.40844	6.78898
2.09249	0.113178	1.14409	3.43997	6.73965
2.09399	0.118361	1.15416	3.47087	6.69038
2.09549	0.12359	1.16416	3.50114	6.64117
2.09699	0.128864	1.17409	3.53079	6.59202
2.09849	0.134182	1.18394	3.55983	6.54292
2.09999	0.139543	1.19372	3.58825	6.49387
2.10149	0.144946	1.20342	3.61606	6.44486
2.10299	0.15039	1.21305	3.64327	6.39591
2.10449	0.155875	1.22261	3.66988	6.34699
2.10599	0.161399	1.23209	3.69589	6.29811
2.10749	0.166962	1.2415	3.72131	6.24927
2.10899	0.172563	1.25084	3.74614	6.20046
2.11049	0.1782	1.26011	3.7704	6.15169
2.11199	0.183874	1.2693	3.79407	6.10295
2.11349	0.189582	1.27842	3.81717	6.05425
2.11499	0.195325	1.28746	3.8397	6.00557
2.11649	0.201101	1.29643	3.86167	5.95692
2.11799	0.206909	1.30533	3.88308	5.90831
2.11949	0.212749	1.31416	3.90393	5.85972
2.12099	0.218621	1.32291	3.92422	5.81116
2.12249	0.224522	1.33159	3.94398	5.76263
2.12399	0.230452	1.3402	3.96319	5.71413
2.12549	0.236411	1.34874	3.98186	5.66566
2.12699	0.242397	1.3572	3.99999	5.61723
2.12849	0.24841	1.36559	4.0176	5.56882
2.12999	0.25445	1.3739	4.03468	5.52044
2.13149	0.260514	1.38215	4.05124	5.4721
2.13299	0.266603	1.39032	4.06728	5.4238
2.13449	0.272716	1.39842	4.08282	5.37553
2.13599	0.278851	1.40645	4.09784	5.3273
2.13749	0.285009	1.4144	4.11236	5.2791
2.13899	0.291188	1.42229	4.12638	5.23095
2.14049	0.297388	1.4301	4.13991	5.18285
2.14199	0.303607	1.43784	4.15294	5.13478
2.14349	0.309846	1.4455	4.16549	5.08677
2.14499	0.316103	1.4531	4.17756	5.0388
2.14649	0.322378	1.46062	4.18915	4.99089
2.14799	0.32867	1.46807	4.20027	4.94303
2.14949	0.334979	1.47545	4.21092	4.89523
2.15099	0.341303	1.48276	4.22111	4.84749
2.15249	0.347642	1.48999	4.23083	4.79981
2.15399	0.353995	1.49716	4.2401	4.75219
2.15549	0.360362	1.50425	4.24892	4.70464
2.15699	0.366742	1.51127	4.2573	4.65717
2.15849	0.373134	1.51822	4.26523	4.60977
2.15999	0.379537	1.5251	4.27272	4.56244
2.16149	0.385952	1.53191	4.27978	4.5152
2.16299	0.392376	1.53865	4.28642	4.46803
2.16449	0.398811	1.54531	4.29262	4.42096
2.16599	0.405254	1.55191	4.29841	4.37397
2.16749	0.411706	1.55844	4.30378	4.32708
2.16899	0.418165	1.56489	4.30875	4.28028
2.17049	0.424632	1.57128	4.3133	4.23359
2.17199	0.431105	1.57759	4.31745	4.18699
2.17349	0.437584	1.58384	4.32121	4.14051
2.17499	0.444068	1.59002	4.32457	4.09413
2.17649	0.450557	1.59612	4.32754	4.04787
2.17799	0.457051	1.60216	4.33013	4.00172
2.17949	0.463548	1.60813	4.33234	3.95569
2.18099	0.470048	1.61403	4.33418	3.90979
2.18249	0.47655	1.61986	4.33564	3.86402
2.18399	0.483054	1.62562	4.33673	3.81837
2.18549	0.48956	1.63131	4.33747	3.77286
2.18699	0.496067	1.63694	4.33785	3.72749
2.18849	0.502574	1.6425	4.33787	3.68226
2.18999	0.50908	1.64799	4.33755	3.63717
2.19149	0.515586	1.65341	4.33688	3.59223
2.19299	0.522091	1.65876	4.33587	3.54744
2.19449	0.528594	1.66405	4.33453	3.50281
2.19599	0.535094	1.66927	4.33285	3.45833
2.19749	0.541592	1.67443	4.33085	3.41402
2.19899	0.548087	1.67951	4.32853	3.36987
2.20049	0.554578	1.68454	4.32589	3.32588
2.20199	0.561064	1.68949	4.32294	3.28207
2.20349	0.567546	1.69438	4.31968	3.23844
2.20499	0.574023	1.69921	4.31611	3.19498
2.20649	0.580495	1.70397	4.31225	3.1517
2.20799	0.58696	1.70866	4.30809	3.1086
2.20949	0.593419	1.7133	4.30364	3.06569
2.21099	0.599871	1.71786	4.2989	3.02297
2.21249	0.606315	1.72237	4.29389	2.98044
2.21399	0.612752	1.7268	4.28859	2.93811
2.21549	0.619181	1.73118	4.28302	2.89598
2.21699	0.625601	1.73549	4.27718	2.85404
2.21849	0.632013	1.73974	4.27107	2.81231
2.21999	0.638415	1.74393	4.26471	2.77079
2.22149	0.644807	1.74806	4.25809	2.72947
2.22299	0.651189	1.75212	4.25122	2.68837
2.22449	0.65756	1.75612	4.24409	2.64748
2.22599	0.663921	1.76006	4.23673	2.60681
2.22749	0.670271	1.76394	4.22913	2.56635
2.22899	0.676609	1.76776	4.22129	2.52612
2.23049	0.682935	1.77152	4.21322	2.48611
2.23199	0.689248	1.77522	4.20492	2.44632
2.23349	0.695549	1.77886	4.1964	2.40676
2.23499	0.701837	1.78244	4.18766	2.36743
2.23649	0.708112	1.78596	4.1787	2.32834
2.23799	0.714374	1.78943	4.16954	2.28947
2.23949	0.720621	1.79283	4.16017	2.25085
2.24099	0.726854	1.79618	4.15059	2.21245
2.24249	0.733073	1.79947	4.14082	2.1743
2.24399	0.739277	1.8027	4.13085	2.13639
2.24549	0.745465	1.80588	4.12069	2.09872
2.24699	0.751639	1.809	4.11034	2.0613
2.24849	0.757797	1.81206	4.09981	2.02412
2.24999	0.763938	1.81507	4.0891	1.98719
2.25149	0.770064	1.81803	4.07821	1.9505
2.25299	0.776173	1.82092	4.06715	1.91407
2.25449	0.782265	1.82377	4.05592	1.87788
2.25599	0.788341	1.82656	4.04453	1.84195
2.25749	0.794399	1.8293	4.03298	1.80627
2.25899	0.80044	1.83198	4.02126	1.77085
2.26049	0.806463	1.83461	4.0094	1.73568
2.26199	0.812468	1.83719	3.99738	1.70076
2.26349	0.818455	1.83971	3.98522	1.66611
2.26499	0.824424	1.84218	3.97291	1.63171
2.26649	0.830374	1.84461	3.96046	1.59757
2.26799	0.836305	1.84698	3.94787	1.56369
2.26949	0.842218	1.8493	3.93515	1.53007
2.27099	0.848111	1.85157	3.9223	1.49671
2.27249	0.853985	1.85379	3.90933	1.46361
2.27399	0.859839	1.85596	3.89623	1.43077
2.27549	0.865674	1.85808	3.88301	1.3982
2.27699	0.871488	1.86016	3.86967	1.36589
2.27849	0.877283	1.86218	3.85621	1.33384
2.27999	0.883057	1.86416	3.84265	1.30205
2.28149	0.888811	1.86609	3.82897	1.27053
2.28299	0.894544	1.86797	3.81519	1.23927
2.28449	0.900256	1.8698	3.80131	1.20827
2.28599	0.905948	1.87159	3.78733	1.17754
2.28749	0.911619	1.87334	3.77325	1.14707
2.28899	0.917268	1.87504	3.75908	1.11687
2.29049	0.922896	1.87669	3.74481	1.08693
2.29199	0.928503	1.8783	3.73046	1.05725
2.29349	0.934088	1.87986	3.71602	1.02784
2.29499	0.939651	1.88138	3.7015	0.99869
2.29649	0.945192	1.88286	3.6869	0.969803
2.29799	0.950712	1.88429	3.67222	0.94118
2.29949	0.956209	1.88568	3.65746	0.912819
2.30099	0.961684	1.88703	3.64263	0.88472
2.30249	0.967137	1.88834	3.62773	0.856883
2.30399	0.972568	1.8896	3.61277	0.829307
2.30549	0.977975	1.89082	3.59774	0.801993
2.30699	0.983361	1.89201	3.58264	0.774939
2.30849	0.988724	1.89315	3.56748	0.748145
2.30999	0.994063	1.89425	3.55227	0.72161
2.31149	0.999381	1.89532	3.53699	0.695334
2.31299	1.00467	1.89634	3.52167	0.669317
2.31449	1.00995	1.89732	3.50629	0.643556
2.31599	1.01519	1.89827	3.49086	0.618053
2.31749	1.02042	1.89918	3.47538	0.592806
2.31899	1.02562	1.90005	3.45986	0.567814
2.32049	1.0308	1.90088	3.44429	0.543077
2.32199	1.03595	1.90168	3.42868	0.518594
2.32349	1.04108	1.90244	3.41303	0.494363
2.32499	1.04619	1.90316	3.39734	0.470385
2.32649	1.05128	1.90385	3.38162	0.446658
2.32799	1.05634	1.9045	3.36586	0.423182
2.32949	1.06137	1.90512	3.35006	0.399955
2.33099	1.06639	1.9057	3.33424	0.376976
2.33249	1.07138	1.90625	3.31838	0.354245
2.33399	1.07634	1.90677	3.3025	0.33176
2.33549	1.08128	1.90725	3.28659	0.309521
2.33699	1.0862	1.90769	3.27066	0.287527
2.33849	1.0911	1.90811	3.2547	0.265776
2.33999	1.09597	1.90849	3.23873	0.244267
2.34149	1.10081	1.90884	3.22273	0.223
2.34299	1.10564	1.90916	3.20671	0.201973
2.34449	1.11043	1.90945	3.19068	0.181185
2.34599	1.11521	1.90971	3.17463	0.160635
2.34749	1.11996	1.90993	3.15856	0.140322
2.34899	1.12468	1.91013	3.14248	0.120245
2.35049	1.12939	1.91029	3.12639	0.100402
2.35199	1.13406	1.91043	3.11029	0.0807923
2.35349	1.13872	1.91053	3.09418	0.0614148
2.35499	1.14335	1.91061	3.07806	0.0422681
2.35649	1.14795	1.91066	3.06193	0.0233511
2.35799	1.15253	1.91068	3.04579	0.00466249
2.35949	1.15709	1.91068	3.02966	-0.0137989
2.36099	1.16162	1.91064	3.01351	-0.0320345
2.36249	1.16613	1.91058	2.99736	-0.0500454
2.36399	1.17061	1.91049	2.98122	-0.067833
2.36549	1.17507	1.91038	2.96507	-0.0853985
2.36699	1.17951	1.91024	2.94892	-0.102743
2.36849	1.18392	1.91007	2.93277	-0.119869
2.36999	1.18831	1.90988	2.91662	-0.136776
2.37149	1.19267	1.90966	2.90047	-0.153466
2.37299	1.19701	1.90942	2.88433	-0.169941
2.37449	1.20132	1.90915	2.86819	-0.186202
2.37599	1.20561	1.90886	2.85205	-0.20225
2.37749	1.20988	1.90854	2.83592	-0.218087
2.37899	1.21412	1.9082	2.8198	-0.233714
2.38049	1.21834	1.90784	2.80368	-0.249132
2.38199	1.22253	1.90746	2.78758	-0.264342
2.38349	1.2267	1.90705	2.77147	-0.279347
2.38499	1.23085	1.90662	2.75538	-0.294147
2.38649	1.23497	1.90617	2.7393	-0.308745
2.38799	1.23907	1.90569	2.72323	-0.32314
2.38949	1.24314	1.9052	2.70716	-0.337335
2.39099	1.24719	1.90468	2.69111	-0.351331
2.39249	1.25121	1.90414	2.67507	-0.36513
2.39399	1.25521	1.90359	2.65904	-0.378733
2.39549	1.25919	1.90301	2.64303	-0.392141
2.39699	1.26314	1.90241	2.62702	-0.405356
2.39849	1.26707	1.90179	2.61103	-0.418379
2.39999	1.27098	1.90116	2.59506	-0.431212
2.40149	1.27486	1.9005	2.57909	-0.443856
2.40299	1.27871	1.89982	2.56314	-0.456312
2.40449	1.28255	1.89913	2.54721	-0.468582
2.40599	1.28635	1.89842	2.53129	-0.480668
2.40749	1.29014	1.89769	2.51539	-0.492571
2.40899	1.2939	1.89694	2.4995	-0.504292
2.41049	1.29764	1.89618	2.48363	-0.515833
2.41199	1.30135	1.89539	2.46777	-0.527195
2.41349	1.30504	1.89459	2.45193	-0.53838
2.41499	1.30871	1.89378	2.4361	-0.549389
2.41649	1.31235	1.89295	2.4203	-0.560224
2.41799	1.31597	1.8921	2.40451	-0.570886
2.41949	1.31956	1.89123	2.38873	-0.581377
2.42099	1.32314	1.89035	2.37298	-0.591698
2.42249	1.32668	1.88946	2.35724	-0.601851
2.42399	1.33021	1.88855	2.34151	-0.611836
2.42549	1.33371	1.88762	2.32581	-0.621657
2.42699	1.33718	1.88668	2.31012	-0.631313
2.42849	1.34064	1.88573	2.29445	-0.640807
2.42999	1.34407	1.88476	2.2788	-0.65014
2.43149	1.34748	1.88378	2.26316	-0.659314
2.43299	1.35086	1.88278	2.24755	-0.66833
2.43449	1.35422	1.88177	2.23195	-0.677189
2.43599	1.35755	1.88075	2.21637	-0.685894
2.43749	1.36087	1.87972	2.2008	-0.694445
2.43899	1.36416	1.87867	2.18526	-0.702844
2.44049	1.36742	1.87761	2.16973	-0.711093
2.44199	1.37067	1.87654	2.15422	-0.719194
2.44349	1.37389	1.87545	2.13872	-0.727146
2.44499	1.37708	1.87435	2.12325	-0.734953
2.44649	1.38026	1.87325	2.10779	-0.742616
2.44799	1.38341	1.87213	2.09235	-0.750136
2.44949	1.38653	1.871	2.07693	-0.757515
2.45099	1.38964	1.86985	2.06152	-0.764754
2.45249	1.39272	1.8687	2.04613	-0.771854
2.45399	1.39578	1.86754	2.03076	-0.778818
2.45549	1.39881	1.86637	2.01541	-0.785647
2.45699	1.40182	1.86518	2.00007	-0.792343
2.45849	1.40481	1.86399	1.98475	-0.798906
2.45999	1.40778	1.86279	1.96945	-0.805338
2.46149	1.41072	1.86157	1.95416	-0.811642
2.46299	1.41364	1.86035	1.93889	-0.817818
2.46449	1.41654	1.85912	1.92363	-0.823867
2.46599	1.41941	1.85788	1.90839	-0.829793
2.46749	1.42226	1.85663	1.89317	-0.835595
2.46899	1.42509	1.85537	1.87796	-0.841276
2.47049	1.4279	1.85411	1.86277	-0.846837
2.47199	1.43068	1.85283	1.84759	-0.85228
2.47349	1.43344	1.85155	1.83243	-0.857606
2.47499	1.43618	1.85026	1.81728	-0.862816
2.47649	1.43889	1.84896	1.80215	-0.867913
2.47799	1.44158	1.84766	1.78703	-0.872897
2.47949	1.44425	1.84634	1.77193	-0.87777
2.48099	1.4469	1.84502	1.75684	-0.882534
2.48249	1.44952	1.8437	1.74177	-0.887191
2.48399	1.45212	1.84236	1.72671	-0.891741
2.48549	1.4547	1.84102	1.71166	-0.896186
2.48699	1.45726	1.83967	1.69663	-0.900528
2.48849	1.45979	1.83832	1.68161	-0.904768
2.48999	1.4623	1.83696	1.6666	-0.908908
2.49149	1.46479	1.83559	1.6516	-0.912949
2.49299	1.46726	1.83422	1.63662	-0.916893
2.49449	1.4697	1.83284	1.62165	-0.920741
2.49599	1.47212	1.83146	1.60669	-0.924494
2.49749	1.47452	1.83007	1.59175	-0.928155
2.49899	1.4769	1.82867	1.57681	-0.931724
2.50049	1.47925	1.82727	1.56189	-0.935204
2.50199	1.48159	1.82587	1.54698	-0.938594
2.50349	1.48389	1.82446	1.53208	-0.941898
2.50499	1.48618	1.82304	1.51719	-0.945117
2.50649	1.48845	1.82162	1.50231	-0.948251
2.50799	1.49069	1.8202	1.48744	-0.951302
2.50949	1.49291	1.81877	1.47259	-0.954272
2.51099	1.49511	1.81733	1.45774	-0.957163
2.51249	1.49728	1.8159	1.4429	-0.959974
2.51399	1.49944	1.81445	1.42807	-0.962709
2.51549	1.50157	1.81301	1.41325	-0.965368
2.51699	1.50368	1.81156	1.39844	-0.967953
2.51849	1.50576	1.81011	1.38364	-0.970465
2.51999	1.50783	1.80865	1.36884	-0.972906
2.52149	1.50987	1.80719	1.35406	-0.975276
2.52299	1.51189	1.80572	1.33928	-0.977578
2.52449	1.51389	1.80425	1.32451	-0.979812
2.52599	1.51586	1.80278	1.30975	-0.98198
2.52749	1.51782	1.80131	1.295	-0.984084
2.52899	1.51975	1.79983	1.28025	-0.986124
2.53049	1.52166	1.79835	1.26551	-0.988101
2.53199	1.52354	1.79687	1.25078	-0.990018
2.53349	1.52541	1.79538	1.23606	-0.991876
2.53499	1.52725	1.79389	1.22134	-0.993675
2.53649	1.52907	1.7924	1.20662	-0.995417
2.53799	1.53087	1.7909	1.19192	-0.997104
2.53949	1.53265	1.78941	1.17722	-0.998735
2.54099	1.5344	1.78791	1.16252	-1.00031
2.54249	1.53614	1.78641	1.14784	-1.00184
2.54399	1.53785	1.7849	1.13315	-1.00332
2.54549	1.53954	1.7834	1.11847	-1.00474
2.54699	1.5412	1.78189	1.1038	-1.00612
2.54849	1.54285	1.78038	1.08913	-1.00745
2.54999	1.54447	1.77887	1.07447	-1.00873
2.55149	1.54607	1.77735	1.05981	-1.00997
2.55299	1.54765	1.77584	1.04515	-1.01117
2.55449	1.54921	1.77432	1.0305	-1.01232
2.55599	1.55074	1.7728	1.01586	-1.01343
2.55749	1.55226	1.77128	1.00121	-1.0145
2.55899	1.55375	1.76976	0.986573	-1.01553
2.56049	1.55522	1.76823	0.971937	-1.01652
2.56199	1.55666	1.76671	0.957304	-1.01748
2.56349	1.55809	1.76518	0.942675	-1.0184
2.56499	1.55949	1.76365	0.928048	-1.01928
2.56649	1.56087	1.76212	0.913425	-1.02013
2.56799	1.56223	1.76059	0.898804	-1.02094
2.56949	1.56357	1.75906	0.884185	-1.02172
2.57099	1.56488	1.75753	0.869569	-1.02247
2.57249	1.56618	1.75599	0.854956	-1.02319
2.57399	1.56745	1.75446	0.840344	-1.02388
2.57549	1.5687	1.75292	0.825735	-1.02455
2.57699	1.56993	1.75138	0.811127	-1.02518
2.57849	1.57113	1.74984	0.796521	-1.02579
2.57999	1.57232	1.7483	0.781917	-1.02637
2.58149	1.57348	1.74676	0.767314	-1.02693
2.58299	1.57462	1.74522	0.752712	-1.02746
2.58449	1.57574	1.74368	0.738112	-1.02796
2.58599	1.57683	1.74214	0.723513	-1.02845
2.58749	1.57791	1.7406	0.708915	-1.02891
2.58899	1.57896	1.73905	0.694318	-1.02935
2.59049	1.57999	1.73751	0.679722	-1.02978
2.59199	1.581	1.73596	0.665126	-1.03018
2.59349	1.58199	1.73442	0.650531	-1.03056
2.59499	1.58295	1.73287	0.635936	-1.03092
2.59649	1.58389	1.73133	0.621342	-1.03127
2.59799	1.58482	1.72978	0.606748	-1.0316
2.59949	1.58571	1.72823	0.592155	-1.03191
2.60099	1.58659	1.72668	0.577561	-1.03221
2.60249	1.58745	1.72513	0.562967	-1.03249
2.60399	1.58828	1.72359	0.548374	-1.03276
2.60549	1.58909	1.72204	0.53378	-1.03302
2.60699	1.58988	1.72049	0.519186	-1.03326
2.60849	1.59065	1.71894	0.504592	-1.03349
2.60999	1.5914	1.71739	0.489997	-1.0337
2.61149	1.59212	1.71584	0.475402	-1.03391
2.61299	1.59282	1.71428	0.460806	-1.0341
2.61449	1.5935	1.71273	0.44621	-1.03429
2.61599	1.59416	1.71118	0.431613	-1.03446
2.61749	1.5948	1.70963	0.417015	-1.03463
2.61899	1.59541	1.70808	0.402417	-1.03478
2.62049	1.59601	1.70652	0.387817	-1.03493
2.62199	1.59658	1.70497	0.373217	-1.03507
2.62349	1.59712	1.70342	0.358616	-1.0352
2.62499	1.59765	1.70187	0.344014	-1.03532
2.62649	1.59816	1.70031	0.32941	-1.03544
2.62799	1.59864	1.69876	0.314806	-1.03555
2.62949	1.5991	1.69721	0.3002	-1.03565
2.63099	1.59954	1.69565	0.285593	-1.03575
2.63249	1.59996	1.6941	0.270985	-1.03584
2.63399	1.60035	1.69255	0.256376	-1.03593
2.63549	1.60073	1.69099	0.241765	-1.03601
2.63699	1.60108	1.68944	0.227153	-1.03609
2.63849	1.60141	1.68788	0.21254	-1.03616
2.63999	1.60172	1.68633	0.197925	-1.03623
2.64149	1.602	1.68478	0.183308	-1.0363
2.64299	1.60227	1.68322	0.16869	-1.03636
2.64449	1.60251	1.68167	0.154071	-1.03642
2.64599	1.60273	1.68011	0.13945	-1.03648
2.64749	1.60293	1.67856	0.124827	-1.03653
2.64899	1.6031	1.677	0.110203	-1.03659
2.65049	1.60326	1.67545	0.0955768	-1.03664
2.65199	1.60339	1.67389	0.0809492	-1.03668
2.65349	1.6035	1.67234	0.06632	-1.03673
2.65499	1.60359	1.67078	0.0516892	-1.03677
2.65649	1.60366	1.66923	0.0370566	-1.03682
2.65799	1.6037	1.66767	0.0224223	-1.03686
2.65949	1.60372	1.66612	0.00778629	-1.0369
2.66099	1.60373	1.66456	-0.00685143	-1.03694
2.66249	1.6037	1.663	-0.0214909	-1.03698
2.66399	1.60366	1.66145	-0.0361321	-1.03701
2.66549	1.6036	1.65989	-0.050775	-1.03705
2.66699	1.60351	1.65834	-0.0654197	-1.03709
2.66849	1.6034	1.65678	-0.0800662	-1.03712
2.66999	1.60327	1.65523	-0.0947143	-1.03716
