#Werte:
#Zeitschritt dt:	1e-05
#Maximale Zeit tmax:	30
#Samplegroesse:	10000
#Ausgabedatei:	./Daten/data2.dat
#Zeit t	Winkel1 in rad	Winkel2 in rad	Winkelgeschw1 in rad/s	Winkelgeschw2 in rad/s
4.82099	-0.18974	0.793988	0.141061	8.3515
4.82399	-0.189144	0.818916	0.256307	8.26745
4.82699	-0.188205	0.843596	0.36945	8.18616
4.82999	-0.18693	0.868036	0.480502	8.10744
4.83299	-0.185326	0.892244	0.58948	8.03112
4.83599	-0.183397	0.916226	0.696406	7.95704
4.83899	-0.18115	0.939989	0.801307	7.88503
4.84199	-0.178592	0.963539	0.904211	7.81494
4.84499	-0.175728	0.986882	1.00515	7.74662
4.84799	-0.172564	1.01002	1.10415	7.67991
4.85099	-0.169106	1.03296	1.20125	7.61469
4.85399	-0.165359	1.05571	1.29647	7.55081
4.85699	-0.16133	1.07827	1.38986	7.48814
4.85999	-0.157023	1.10064	1.48145	7.42657
4.86299	-0.152444	1.12283	1.57126	7.36598
4.86599	-0.147598	1.14484	1.65932	7.30626
4.86899	-0.14249	1.16667	1.74567	7.2473
4.87199	-0.137126	1.18833	1.83034	7.18899
4.87499	-0.131511	1.20981	1.91334	7.13125
4.87799	-0.125649	1.23111	1.99471	7.07398
4.88099	-0.119545	1.25225	2.07448	7.0171
4.88399	-0.113204	1.27322	2.15266	6.96052
4.88699	-0.106631	1.29402	2.22927	6.90416
4.88999	-0.0998307	1.31464	2.30435	6.84795
4.89299	-0.0928073	1.3351	2.3779	6.79182
4.89599	-0.0855654	1.3554	2.44995	6.7357
4.89899	-0.0781097	1.37552	2.52051	6.67953
4.90199	-0.0704445	1.39547	2.5896	6.62324
4.90499	-0.0625742	1.41526	2.65723	6.56679
4.90799	-0.0545032	1.43487	2.72341	6.51011
4.91099	-0.0462357	1.45432	2.78816	6.45316
4.91399	-0.0377762	1.47359	2.85149	6.39589
4.91699	-0.0291287	1.4927	2.91341	6.33826
4.91999	-0.0202976	1.51162	2.97393	6.28022
4.92299	-0.0112871	1.53038	3.03305	6.22174
4.92599	-0.00210124	1.54895	3.09078	6.16278
4.92899	0.00725574	1.56735	3.14713	6.1033
4.93199	0.0167797	1.58557	3.20211	6.04329
4.93499	0.0264665	1.60361	3.25571	5.98271
4.93799	0.0363121	1.62147	3.30795	5.92153
4.94099	0.0463124	1.63914	3.35882	5.85974
4.94399	0.0564633	1.65663	3.40833	5.79732
4.94699	0.0667607	1.67393	3.45649	5.73424
4.94999	0.0772005	1.69103	3.50329	5.67049
4.95299	0.0877787	1.70795	3.54874	5.60607
4.95599	0.0984912	1.72467	3.59284	5.54095
4.95899	0.109334	1.7412	3.63558	5.47514
4.96199	0.120303	1.75752	3.67698	5.40863
4.96499	0.131394	1.77365	3.71704	5.34142
4.96799	0.142604	1.78957	3.75574	5.2735
4.97099	0.153927	1.80529	3.79311	5.20488
4.97399	0.165361	1.8208	3.82913	5.13556
4.97699	0.1769	1.8361	3.86381	5.06554
4.97999	0.188542	1.85119	3.89715	4.99485
4.98299	0.200282	1.86607	3.92915	4.92348
4.98599	0.212115	1.88073	3.95982	4.85144
4.98899	0.224039	1.89518	3.98916	4.77876
4.99199	0.236049	1.90941	4.01716	4.70545
4.99499	0.24814	1.92341	4.04385	4.63152
4.99799	0.26031	1.9372	4.06921	4.557
5.00099	0.272554	1.95076	4.09325	4.48191
5.00399	0.284868	1.96409	4.11598	4.40626
5.00699	0.297249	1.97719	4.1374	4.33009
5.00999	0.309691	1.99007	4.15752	4.25342
5.01299	0.322192	2.00271	4.17635	4.17627
5.01599	0.334748	2.01513	4.19389	4.09868
5.01899	0.347354	2.02731	4.21014	4.02068
5.02199	0.360008	2.03925	4.22513	3.94229
5.02499	0.372704	2.05096	4.23885	3.86354
5.02799	0.385439	2.06243	4.25133	3.78448
5.03099	0.398211	2.07367	4.26256	3.70513
5.03399	0.411014	2.08467	4.27255	3.62553
5.03699	0.423845	2.09542	4.28133	3.54571
5.03999	0.4367	2.10594	4.2889	3.46571
5.04299	0.449577	2.11622	4.29528	3.38557
5.04599	0.462471	2.12625	4.30048	3.30531
5.04899	0.475379	2.13605	4.30451	3.22499
5.05199	0.488297	2.14561	4.30739	3.14462
5.05499	0.501222	2.15492	4.30914	3.06426
5.05799	0.514151	2.16399	4.30976	2.98394
5.06099	0.52708	2.17282	4.30929	2.90369
5.06399	0.540005	2.18141	4.30772	2.82356
5.06699	0.552925	2.18977	4.3051	2.74357
5.06999	0.565835	2.19788	4.30142	2.66377
5.07299	0.578733	2.20575	4.29671	2.58419
5.07599	0.591615	2.21338	4.291	2.50486
5.07899	0.604478	2.22078	4.28429	2.42583
5.08199	0.617319	2.22794	4.27661	2.34712
5.08499	0.630137	2.23486	4.26799	2.26876
5.08799	0.642927	2.24155	4.25843	2.1908
5.09099	0.655687	2.24801	4.24797	2.11326
5.09399	0.668414	2.25423	4.23661	2.03617
5.09699	0.681106	2.26023	4.2244	1.95957
5.09999	0.69376	2.26599	4.21134	1.88348
5.10299	0.706373	2.27153	4.19746	1.80793
5.10599	0.718944	2.27684	4.18278	1.73294
5.10899	0.731469	2.28193	4.16732	1.65855
5.11199	0.743947	2.28679	4.15111	1.58478
5.11499	0.756375	2.29144	4.13417	1.51165
5.11799	0.768752	2.29587	4.11652	1.43918
5.12099	0.781074	2.30008	4.09817	1.3674
5.12399	0.79334	2.30407	4.07917	1.29633
5.12699	0.805549	2.30786	4.05952	1.22598
5.12999	0.817697	2.31143	4.03925	1.15637
5.13299	0.829784	2.3148	4.01838	1.08753
5.13599	0.841807	2.31796	3.99693	1.01946
5.13899	0.853765	2.32091	3.97493	0.952174
5.14199	0.865657	2.32367	3.95239	0.885697
5.14499	0.87748	2.32623	3.92934	0.820036
5.14799	0.889233	2.32859	3.9058	0.755201
5.15099	0.900914	2.33076	3.88179	0.691203
5.15399	0.912523	2.33274	3.85732	0.628051
5.15699	0.924058	2.33453	3.83242	0.565752
5.15999	0.935518	2.33614	3.80711	0.504314
5.16299	0.946901	2.33756	3.78141	0.443742
5.16599	0.958206	2.3388	3.75534	0.384042
5.16899	0.969433	2.33986	3.72891	0.325217
5.17199	0.98058	2.34075	3.70214	0.267271
5.17499	0.991646	2.34147	3.67506	0.210205
5.17799	1.00263	2.34202	3.64767	0.154022
5.18099	1.01353	2.3424	3.62	0.0987212
5.18399	1.02435	2.34261	3.59207	0.0443034
5.18699	1.03508	2.34266	3.56388	-0.00923265
5.18999	1.04573	2.34256	3.53546	-0.0618884
5.19299	1.0563	2.34229	3.50682	-0.113666
5.19599	1.06677	2.34188	3.47797	-0.164569
5.19899	1.07717	2.34131	3.44894	-0.2146
5.20199	1.08747	2.34059	3.41973	-0.263763
5.20499	1.09768	2.33973	3.39036	-0.312063
5.20799	1.10781	2.33872	3.36084	-0.359505
5.21099	1.11785	2.33757	3.33119	-0.406094
5.21399	1.1278	2.33628	3.30141	-0.451837
5.21699	1.13766	2.33486	3.27152	-0.496739
5.21999	1.14743	2.3333	3.24154	-0.540808
5.22299	1.15711	2.33162	3.21147	-0.58405
5.22599	1.1667	2.3298	3.18132	-0.626472
5.22899	1.1762	2.32786	3.1511	-0.668083
5.23199	1.1856	2.32579	3.12083	-0.708891
5.23499	1.19492	2.32361	3.09052	-0.748902
5.23799	1.20415	2.3213	3.06016	-0.788126
5.24099	1.21328	2.31888	3.02978	-0.826572
5.24399	1.22233	2.31634	2.99938	-0.864247
5.24699	1.23128	2.31369	2.96897	-0.901161
5.24999	1.24014	2.31094	2.93855	-0.937322
5.25299	1.24891	2.30807	2.90814	-0.97274
5.25599	1.25759	2.3051	2.87774	-1.00742
5.25899	1.26618	2.30203	2.84736	-1.04138
5.26199	1.27467	2.29885	2.817	-1.07463
5.26499	1.28308	2.29558	2.78667	-1.10716
5.26799	1.29139	2.29221	2.75638	-1.139
5.27099	1.29962	2.28875	2.72613	-1.17015
5.27399	1.30775	2.28519	2.69593	-1.20062
5.27699	1.31579	2.28155	2.66577	-1.23043
5.27999	1.32375	2.27781	2.63567	-1.25957
5.28299	1.33161	2.27399	2.60564	-1.28806
5.28599	1.33938	2.27008	2.57566	-1.31591
5.28899	1.34706	2.26609	2.54575	-1.34313
5.29199	1.35466	2.26203	2.51591	-1.36972
5.29499	1.36216	2.25788	2.48614	-1.3957
5.29799	1.36957	2.25365	2.45645	-1.42108
5.30099	1.3769	2.24935	2.42684	-1.44585
5.30399	1.38413	2.24498	2.39731	-1.47004
5.30699	1.39128	2.24053	2.36785	-1.49365
5.30999	1.39834	2.23602	2.33848	-1.51669
5.31299	1.40531	2.23143	2.3092	-1.53917
5.31599	1.4122	2.22678	2.28	-1.56109
5.31899	1.41899	2.22207	2.25089	-1.58246
5.32199	1.4257	2.21729	2.22187	-1.6033
5.32499	1.43233	2.21245	2.19293	-1.62361
5.32799	1.43886	2.20755	2.16408	-1.6434
5.33099	1.44531	2.20259	2.13532	-1.66267
5.33399	1.45167	2.19757	2.10664	-1.68144
5.33699	1.45795	2.1925	2.07806	-1.69971
5.33999	1.46414	2.18737	2.04956	-1.71749
5.34299	1.47025	2.1822	2.02115	-1.73479
5.34599	1.47627	2.17697	1.99282	-1.75162
5.34899	1.48221	2.17169	1.96457	-1.76797
5.35199	1.48806	2.16636	1.93641	-1.78386
5.35499	1.49383	2.16098	1.90833	-1.79931
5.35799	1.49951	2.15556	1.88033	-1.8143
5.36099	1.50511	2.1501	1.8524	-1.82886
5.36399	1.51062	2.14459	1.82455	-1.84298
5.36699	1.51606	2.13904	1.79678	-1.85668
5.36999	1.5214	2.13345	1.76908	-1.86997
5.37299	1.52667	2.12782	1.74144	-1.88284
5.37599	1.53185	2.12215	1.71388	-1.89531
5.37899	1.53695	2.11645	1.68638	-1.90738
5.38199	1.54197	2.11071	1.65893	-1.91906
5.38499	1.54691	2.10494	1.63155	-1.93036
5.38799	1.55176	2.09913	1.60423	-1.94128
5.39099	1.55653	2.09329	1.57696	-1.95183
5.39399	1.56122	2.08742	1.54973	-1.96203
5.39699	1.56583	2.08152	1.52256	-1.97186
5.39999	1.57036	2.07559	1.49543	-1.98135
5.40299	1.57481	2.06963	1.46834	-1.99049
5.40599	1.57917	2.06365	1.44129	-1.9993
5.40899	1.58345	2.05763	1.41427	-2.00778
5.41199	1.58766	2.0516	1.38729	-2.01594
5.41499	1.59178	2.04554	1.36033	-2.02378
5.41799	1.59582	2.03946	1.3334	-2.03132
5.42099	1.59978	2.03335	1.30649	-2.03856
5.42399	1.60366	2.02723	1.2796	-2.0455
5.42699	1.60746	2.02108	1.25272	-2.05216
5.42999	1.61117	2.01491	1.22585	-2.05853
5.43299	1.61481	2.00873	1.199	-2.06464
5.43599	1.61837	2.00253	1.17214	-2.07048
5.43899	1.62184	1.99631	1.14529	-2.07606
5.44199	1.62524	1.99007	1.11844	-2.08139
5.44499	1.62856	1.98382	1.09158	-2.08647
5.44799	1.63179	1.97755	1.06471	-2.09132
5.45099	1.63494	1.97127	1.03783	-2.09593
5.45399	1.63802	1.96498	1.01094	-2.10032
5.45699	1.64101	1.95867	0.984032	-2.1045
5.45999	1.64392	1.95235	0.957102	-2.10847
5.46299	1.64675	1.94602	0.930148	-2.11223
5.46599	1.6495	1.93968	0.903169	-2.1158
5.46899	1.65217	1.93332	0.876161	-2.11918
5.47199	1.65476	1.92696	0.849122	-2.12238
5.47499	1.65727	1.92059	0.822048	-2.12541
5.47799	1.65969	1.91421	0.794938	-2.12826
5.48099	1.66204	1.90782	0.767789	-2.13096
5.48399	1.6643	1.90142	0.740599	-2.1335
5.48699	1.66648	1.89502	0.713365	-2.13589
5.48999	1.66858	1.88861	0.686085	-2.13814
5.49299	1.6706	1.88219	0.658758	-2.14025
5.49599	1.67253	1.87577	0.631381	-2.14223
5.49899	1.67439	1.86934	0.603952	-2.14409
5.50199	1.67616	1.8629	0.576471	-2.14583
5.50499	1.67785	1.85646	0.548934	-2.14746
5.50799	1.67945	1.85002	0.521341	-2.14898
5.51099	1.68097	1.84357	0.49369	-2.1504
5.51399	1.68241	1.83711	0.465979	-2.15172
5.51699	1.68377	1.83066	0.438208	-2.15295
5.51999	1.68504	1.8242	0.410376	-2.15409
5.52299	1.68623	1.81773	0.382481	-2.15515
5.52599	1.68734	1.81127	0.354522	-2.15614
5.52899	1.68836	1.8048	0.326498	-2.15704
5.53199	1.6893	1.79832	0.298409	-2.15788
5.53499	1.69015	1.79185	0.270254	-2.15865
5.53799	1.69092	1.78537	0.242033	-2.15936
5.54099	1.6916	1.77889	0.213745	-2.16
5.54399	1.6922	1.77241	0.185389	-2.16059
5.54699	1.69272	1.76593	0.156966	-2.16112
5.54999	1.69314	1.75944	0.128475	-2.1616
5.55299	1.69349	1.75296	0.0999161	-2.16203
5.55599	1.69374	1.74647	0.0712893	-2.16242
5.55899	1.69391	1.73998	0.0425947	-2.16275
5.56199	1.694	1.7335	0.0138324	-2.16304
5.56499	1.694	1.72701	-0.0149973	-2.16329
5.56799	1.69391	1.72052	-0.043894	-2.16349
5.57099	1.69373	1.71403	-0.0728574	-2.16365
5.57399	1.69347	1.70753	-0.101887	-2.16377
5.57699	1.69312	1.70104	-0.130982	-2.16385
5.57999	1.69269	1.69455	-0.160142	-2.16388
5.58299	1.69216	1.68806	-0.189366	-2.16387
5.58599	1.69155	1.68157	-0.218654	-2.16382
5.58899	1.69085	1.67508	-0.248004	-2.16373
5.59199	1.69006	1.66859	-0.277416	-2.16359
5.59499	1.68919	1.6621	-0.306889	-2.1634
5.59799	1.68822	1.65561	-0.336421	-2.16317
5.60099	1.68717	1.64912	-0.366011	-2.1629
5.60399	1.68603	1.64263	-0.395659	-2.16257
5.60699	1.68479	1.63614	-0.425362	-2.16219
5.60999	1.68347	1.62965	-0.45512	-2.16175
5.61299	1.68206	1.62317	-0.484932	-2.16126
5.61599	1.68056	1.61669	-0.514795	-2.16071
5.61899	1.67898	1.61021	-0.544708	-2.1601
5.62199	1.6773	1.60373	-0.57467	-2.15943
5.62499	1.67553	1.59725	-0.604679	-2.15868
5.62799	1.67367	1.59077	-0.634734	-2.15787
5.63099	1.67172	1.5843	-0.664832	-2.15699
5.63399	1.66968	1.57783	-0.694972	-2.15603
5.63699	1.66755	1.57137	-0.725152	-2.15499
5.63999	1.66533	1.5649	-0.755371	-2.15387
5.64299	1.66302	1.55844	-0.785625	-2.15267
5.64599	1.66062	1.55199	-0.815914	-2.15137
5.64899	1.65812	1.54553	-0.846236	-2.14998
5.65199	1.65554	1.53909	-0.876587	-2.1485
5.65499	1.65286	1.53264	-0.906967	-2.14691
5.65799	1.6501	1.52621	-0.937373	-2.14523
5.66099	1.64724	1.51977	-0.967803	-2.14343
5.66399	1.64429	1.51334	-0.998254	-2.14152
5.66699	1.64125	1.50692	-1.02873	-2.1395
5.66999	1.63812	1.50051	-1.05921	-2.13736
5.67299	1.6349	1.4941	-1.08972	-2.1351
5.67599	1.63158	1.4877	-1.12023	-2.13271
5.67899	1.62817	1.4813	-1.15076	-2.13019
5.68199	1.62468	1.47492	-1.18129	-2.12754
5.68499	1.62109	1.46854	-1.21183	-2.12475
5.68799	1.61741	1.46217	-1.24237	-2.12183
5.69099	1.61363	1.45581	-1.27291	-2.11875
5.69399	1.60977	1.44946	-1.30345	-2.11554
5.69699	1.60581	1.44311	-1.33399	-2.11217
5.69999	1.60176	1.43678	-1.36452	-2.10865
5.70299	1.59763	1.43046	-1.39504	-2.10497
5.70599	1.59339	1.42415	-1.42555	-2.10113
5.70899	1.58907	1.41786	-1.45604	-2.09713
5.71199	1.58466	1.41157	-1.48651	-2.09297
5.71499	1.58015	1.4053	-1.51697	-2.08864
5.71799	1.57556	1.39904	-1.5474	-2.08414
5.72099	1.57087	1.39279	-1.57781	-2.07947
5.72399	1.56609	1.38656	-1.60819	-2.07463
5.72699	1.56122	1.38034	-1.63854	-2.06961
5.72999	1.55626	1.37414	-1.66886	-2.06441
5.73299	1.55121	1.36796	-1.69915	-2.05904
5.73599	1.54607	1.36179	-1.72939	-2.05348
5.73899	1.54083	1.35564	-1.7596	-2.04775
5.74199	1.53551	1.3495	-1.78977	-2.04183
5.74499	1.53009	1.34339	-1.81988	-2.03574
5.74799	1.52459	1.33729	-1.84996	-2.02946
5.75099	1.51899	1.33121	-1.87998	-2.023
5.75399	1.51331	1.32515	-1.90995	-2.01636
5.75699	1.50753	1.31911	-1.93986	-2.00954
5.75999	1.50167	1.31309	-1.96972	-2.00253
5.76299	1.49572	1.3071	-1.99952	-1.99535
5.76599	1.48967	1.30112	-2.02926	-1.988
5.76899	1.48354	1.29517	-2.05894	-1.98046
5.77199	1.47732	1.28924	-2.08855	-1.97276
5.77499	1.47101	1.28333	-2.11809	-1.96488
5.77799	1.46461	1.27745	-2.14756	-1.95683
5.78099	1.45813	1.27159	-2.17696	-1.94862
5.78399	1.45155	1.26576	-2.20629	-1.94025
5.78699	1.44489	1.25995	-2.23554	-1.93172
5.78999	1.43814	1.25417	-2.26471	-1.92304
5.79299	1.4313	1.24841	-2.29381	-1.91422
5.79599	1.42438	1.24268	-2.32282	-1.90524
5.79899	1.41736	1.23698	-2.35176	-1.89614
5.80199	1.41026	1.23131	-2.38061	-1.8869
5.80499	1.40308	1.22566	-2.40937	-1.87753
5.80799	1.39581	1.22004	-2.43805	-1.86805
5.81099	1.38845	1.21445	-2.46664	-1.85846
5.81399	1.38101	1.20889	-2.49514	-1.84876
5.81699	1.37348	1.20336	-2.52355	-1.83897
5.81999	1.36587	1.19786	-2.55187	-1.8291
5.82299	1.35817	1.19238	-2.5801	-1.81915
5.82599	1.35039	1.18694	-2.60823	-1.80913
5.82899	1.34252	1.18153	-2.63628	-1.79906
5.83199	1.33457	1.17615	-2.66422	-1.78894
5.83499	1.32654	1.17079	-2.69208	-1.77879
5.83799	1.31842	1.16547	-2.71983	-1.76862
5.84099	1.31022	1.16018	-2.7475	-1.75844
5.84399	1.30193	1.15492	-2.77506	-1.74827
5.84699	1.29357	1.14969	-2.80254	-1.73811
5.84999	1.28512	1.14449	-2.82991	-1.72798
5.85299	1.27659	1.13932	-2.85719	-1.7179
5.85599	1.26798	1.13419	-2.88437	-1.70789
5.85899	1.25928	1.12908	-2.91146	-1.69795
5.86199	1.25051	1.124	-2.93846	-1.68811
5.86499	1.24165	1.11895	-2.96535	-1.67838
5.86799	1.23272	1.11393	-2.99216	-1.66878
5.87099	1.2237	1.10894	-3.01887	-1.65933
5.87399	1.2146	1.10397	-3.04548	-1.65004
5.87699	1.20543	1.09903	-3.072	-1.64095
5.87999	1.19617	1.09413	-3.09844	-1.63205
5.88299	1.18684	1.08924	-3.12478	-1.62339
5.88599	1.17742	1.08438	-3.15103	-1.61498
5.88899	1.16793	1.07955	-3.17719	-1.60683
5.89199	1.15836	1.07474	-3.20326	-1.59898
5.89499	1.14871	1.06996	-3.22925	-1.59144
5.89799	1.13898	1.06519	-3.25515	-1.58425
5.90099	1.12918	1.06045	-3.28096	-1.57741
5.90399	1.1193	1.05573	-3.30669	-1.57097
5.90699	1.10934	1.05103	-3.33234	-1.56493
5.90999	1.09931	1.04634	-3.3579	-1.55934
5.91299	1.08919	1.04167	-3.38339	-1.55421
5.91599	1.07901	1.03701	-3.40879	-1.54956
5.91899	1.06874	1.03237	-3.43412	-1.54544
5.92199	1.0584	1.02774	-3.45937	-1.54185
5.92499	1.04799	1.02312	-3.48454	-1.53884
5.92799	1.03749	1.01851	-3.50964	-1.53643
5.93099	1.02693	1.0139	-3.53466	-1.53464
5.93399	1.01629	1.0093	-3.55961	-1.5335
5.93699	1.00557	1.0047	-3.58449	-1.53305
5.93999	0.994779	1.0001	-3.60929	-1.53331
5.94299	0.983915	0.995497	-3.63402	-1.53431
5.94599	0.972976	0.990892	-3.65868	-1.53607
5.94899	0.961963	0.98628	-3.68326	-1.53863
5.95199	0.950876	0.981659	-3.70777	-1.54201
5.95499	0.939716	0.977027	-3.73221	-1.54625
5.95799	0.928483	0.972381	-3.75658	-1.55137
5.96099	0.917177	0.967718	-3.78087	-1.5574
5.96399	0.905798	0.963036	-3.80509	-1.56436
5.96699	0.894347	0.958331	-3.82923	-1.57229
5.96999	0.882823	0.953601	-3.85329	-1.58121
5.97299	0.871227	0.948843	-3.87727	-1.59114
5.97599	0.85956	0.944053	-3.90117	-1.60212
5.97899	0.84782	0.939229	-3.92499	-1.61418
5.98199	0.83601	0.934367	-3.94871	-1.62732
5.98499	0.824128	0.929464	-3.97235	-1.64159
5.98799	0.812176	0.924517	-3.99588	-1.65701
5.99099	0.800153	0.919521	-4.01932	-1.67359
5.99399	0.78806	0.914474	-4.04266	-1.69136
5.99699	0.775898	0.909372	-4.06588	-1.71035
5.99999	0.763665	0.904211	-4.08899	-1.73057
6.00299	0.751364	0.898987	-4.11198	-1.75204
6.00599	0.738994	0.893698	-4.13484	-1.77479
6.00899	0.726555	0.888338	-4.15756	-1.79883
6.01199	0.714049	0.882903	-4.18014	-1.82418
6.01499	0.701475	0.877391	-4.20257	-1.85086
6.01799	0.688833	0.871797	-4.22483	-1.87888
6.02099	0.676126	0.866117	-4.24693	-1.90826
6.02399	0.663352	0.860346	-4.26883	-1.93901
6.02699	0.650513	0.854482	-4.29055	-1.97113
6.02999	0.637609	0.848519	-4.31206	-2.00466
6.03299	0.624641	0.842453	-4.33335	-2.03958
6.03599	0.611609	0.83628	-4.35441	-2.07592
6.03899	0.598515	0.829996	-4.37522	-2.11368
6.04199	0.585358	0.823597	-4.39577	-2.15287
6.04499	0.572141	0.817078	-4.41605	-2.19349
6.04799	0.558863	0.810435	-4.43603	-2.23555
6.05099	0.545525	0.803663	-4.4557	-2.27905
6.05399	0.532129	0.796759	-4.47504	-2.32398
6.05699	0.518675	0.789718	-4.49403	-2.37036
6.05999	0.505165	0.782536	-4.51265	-2.41819
6.06299	0.4916	0.775208	-4.53088	-2.46745
6.06599	0.47798	0.76773	-4.54871	-2.51814
6.06899	0.464308	0.760098	-4.5661	-2.57027
6.07199	0.450584	0.752308	-4.58303	-2.62382
6.07499	0.43681	0.744355	-4.59949	-2.6788
6.07799	0.422988	0.736234	-4.61544	-2.73518
6.08099	0.409118	0.727943	-4.63086	-2.79296
6.08399	0.395203	0.719476	-4.64572	-2.85213
6.08699	0.381245	0.710829	-4.66	-2.91268
6.08999	0.367244	0.701999	-4.67367	-2.97459
6.09299	0.353203	0.692981	-4.6867	-3.03785
6.09599	0.339124	0.683771	-4.69907	-3.10244
6.09899	0.325009	0.674365	-4.71073	-3.16834
6.10199	0.310861	0.66476	-4.72167	-3.23554
6.10499	0.29668	0.654951	-4.73185	-3.30402
6.10799	0.28247	0.644935	-4.74125	-3.37375
6.11099	0.268233	0.634708	-4.74982	-3.4447
6.11399	0.253972	0.624266	-4.75753	-3.51686
6.11699	0.239689	0.613607	-4.76436	-3.5902
6.11999	0.225387	0.602725	-4.77028	-3.66469
6.12299	0.211068	0.591618	-4.77524	-3.7403
6.12599	0.196736	0.580283	-4.77923	-3.81701
6.12899	0.182394	0.568715	-4.78219	-3.89477
6.13199	0.168044	0.556914	-4.78411	-3.97356
6.13499	0.15369	0.544874	-4.78495	-4.05334
6.13799	0.139335	0.532593	-4.78468	-4.13407
6.14099	0.124983	0.520069	-4.78326	-4.21572
6.14399	0.110637	0.507299	-4.78066	-4.29825
6.14699	0.0963002	0.49428	-4.77687	-4.38161
6.14999	0.0819768	0.481009	-4.77183	-4.46576
6.15299	0.0676703	0.467485	-4.76554	-4.55066
6.15599	0.0533847	0.453705	-4.75795	-4.63626
6.15899	0.0391237	0.439667	-4.74905	-4.72252
6.16199	0.0248915	0.42537	-4.73881	-4.80937
6.16499	0.010692	0.410811	-4.7272	-4.89678
6.16799	-0.00347057	0.39599	-4.71421	-4.98468
6.17099	-0.0175921	0.380904	-4.69981	-5.07302
6.17399	-0.0316683	0.365552	-4.684	-5.16175
6.17699	-0.0456949	0.349934	-4.66675	-5.2508
6.17999	-0.0596676	0.334048	-4.64806	-5.34011
6.18299	-0.0735821	0.317893	-4.62791	-5.42962
6.18599	-0.087434	0.301471	-4.60631	-5.51925
6.18899	-0.101219	0.284779	-4.58326	-5.60895
6.19199	-0.114932	0.267818	-4.55874	-5.69864
6.19499	-0.12857	0.250588	-4.53279	-5.78824
6.19799	-0.142128	0.233089	-4.5054	-5.87768
6.20099	-0.155602	0.215323	-4.47659	-5.96688
6.20399	-0.168987	0.197289	-4.44639	-6.05575
6.20699	-0.182279	0.178989	-4.41482	-6.14421
6.20999	-0.195475	0.160425	-4.38193	-6.23217
6.21299	-0.20857	0.141598	-4.34774	-6.31953
6.21599	-0.22156	0.122509	-4.31232	-6.4062
6.21899	-0.234443	0.103162	-4.2757	-6.49207
6.22199	-0.247214	0.0835582	-4.23796	-6.57705
6.22499	-0.25987	0.0637012	-4.19916	-6.66101
6.22799	-0.272408	0.0435939	-4.15939	-6.74385
6.23099	-0.284826	0.02324	-4.11872	-6.82545
6.23399	-0.29712	0.00264323	-4.07725	-6.90569
6.23699	-0.309289	-0.018192	-4.03509	-6.98442
6.23999	-0.321331	-0.0392611	-3.99234	-7.06154
6.24299	-0.333244	-0.0605589	-3.94913	-7.13689
6.24599	-0.345026	-0.0820799	-3.90558	-7.21033
6.24899	-0.356677	-0.103818	-3.86182	-7.28173
6.25199	-0.368197	-0.125768	-3.818	-7.35092
6.25499	-0.379586	-0.147921	-3.77427	-7.41776
6.25799	-0.390844	-0.170271	-3.73078	-7.48209
6.26099	-0.401972	-0.19281	-3.6877	-7.54375
6.26399	-0.412971	-0.21553	-3.64518	-7.60258
6.26699	-0.423844	-0.238422	-3.6034	-7.65843
6.26999	-0.434593	-0.261477	-3.56254	-7.71112
6.27299	-0.445221	-0.284686	-3.52275	-7.76052
6.27599	-0.455731	-0.308037	-3.4842	-7.80646
6.27899	-0.466128	-0.33152	-3.44707	-7.84879
6.28199	-0.476415	-0.355126	-3.41152	-7.88737
6.28499	-0.486599	-0.378841	-3.37769	-7.92207
6.28799	-0.496684	-0.402654	-3.34574	-7.95276
6.29099	-0.506676	-0.426553	-3.31579	-7.97934
6.29399	-0.516581	-0.450526	-3.28798	-8.00171
6.29699	-0.526406	-0.474559	-3.2624	-8.01978
6.29999	-0.536158	-0.49864	-3.23915	-8.03349
6.30299	-0.545844	-0.522756	-3.2183	-8.04278
6.30599	-0.555471	-0.546892	-3.19992	-8.04764
6.30899	-0.565046	-0.571037	-3.18403	-8.04804
6.31199	-0.574578	-0.595176	-3.17066	-8.04401
6.31499	-0.584073	-0.619297	-3.1598	-8.03556
6.31799	-0.593539	-0.643386	-3.15143	-8.02275
6.32099	-0.602984	-0.66743	-3.14551	-8.00566
6.32399	-0.612415	-0.691416	-3.14199	-7.98436
6.32699	-0.621838	-0.715332	-3.14078	-7.95896
6.32999	-0.631262	-0.739166	-3.14179	-7.92958
6.33299	-0.640691	-0.762906	-3.14492	-7.89636
6.33599	-0.650133	-0.786541	-3.15005	-7.85944
6.33899	-0.659594	-0.81006	-3.15705	-7.81899
6.34199	-0.669077	-0.833452	-3.16578	-7.77517
6.34499	-0.67859	-0.856708	-3.1761	-7.72815
6.34799	-0.688135	-0.879819	-3.18785	-7.67812
6.35099	-0.697718	-0.902775	-3.20089	-7.62525
6.35399	-0.707342	-0.925569	-3.21505	-7.56973
6.35699	-0.717009	-0.948192	-3.23019	-7.51175
6.35999	-0.726724	-0.970638	-3.24616	-7.45149
6.36299	-0.736487	-0.992899	-3.2628	-7.38912
6.36599	-0.746301	-1.01497	-3.27996	-7.32482
6.36899	-0.756167	-1.03685	-3.29751	-7.25877
6.37199	-0.766086	-1.05852	-3.31532	-7.19113
6.37499	-0.776059	-1.07999	-3.33325	-7.12207
6.37799	-0.786085	-1.10125	-3.35118	-7.05173
