#Werte:
#Zeitschritt dt:	1e-05
#Maximale Zeit tmax:	30
#Samplegroesse:	10000
#Ausgabedatei:	./Daten/data2.dat
#Zeit t	Winkel1 in rad	Winkel2 in rad	Winkelgeschw1 in rad/s	Winkelgeschw2 in rad/s
0.09599	1.52559	1.57076	-0.941951	-0.00230456
0.09899	1.52272	1.57075	-0.971412	-0.00268733
0.10199	1.51977	1.57074	-1.00088	-0.00311925
0.10499	1.51672	1.57073	-1.03035	-0.00360488
0.10799	1.51358	1.57072	-1.05982	-0.00414903
0.11099	1.51036	1.57071	-1.0893	-0.00475681
0.11399	1.50705	1.57069	-1.11879	-0.0054336
0.11699	1.50365	1.57068	-1.14828	-0.00618505
0.11999	1.50016	1.57066	-1.17778	-0.00701711
0.12299	1.49658	1.57063	-1.20729	-0.00793603
0.12599	1.49291	1.57061	-1.2368	-0.00894833
0.12899	1.48916	1.57058	-1.26632	-0.0100609
0.13199	1.48532	1.57055	-1.29585	-0.0112808
0.13499	1.48139	1.57051	-1.32539	-0.0126156
0.13799	1.47737	1.57047	-1.35494	-0.0140729
0.14099	1.47326	1.57043	-1.3845	-0.015661
0.14399	1.46906	1.57038	-1.41407	-0.0173882
0.14699	1.46477	1.57032	-1.44366	-0.0192632
0.14999	1.4604	1.57026	-1.47325	-0.0212951
0.15299	1.45593	1.57019	-1.50286	-0.0234932
0.15599	1.45138	1.57012	-1.53248	-0.0258672
0.15899	1.44674	1.57004	-1.56212	-0.0284272
0.16199	1.44201	1.56995	-1.59178	-0.0311834
0.16499	1.43719	1.56985	-1.62145	-0.0341465
0.16799	1.43228	1.56975	-1.65113	-0.0373274
0.17099	1.42728	1.56963	-1.68084	-0.0407374
0.17399	1.42219	1.5695	-1.71056	-0.0443882
0.17699	1.41702	1.56936	-1.7403	-0.0482915
0.17999	1.41175	1.56921	-1.77007	-0.0524596
0.18299	1.4064	1.56905	-1.79985	-0.0569049
0.18599	1.40095	1.56887	-1.82966	-0.0616402
0.18899	1.39542	1.56868	-1.85948	-0.0666786
0.19199	1.3898	1.56847	-1.88934	-0.0720333
0.19499	1.38408	1.56824	-1.91921	-0.077718
0.19799	1.37828	1.568	-1.94911	-0.0837466
0.20099	1.37239	1.56774	-1.97904	-0.090133
0.20399	1.36641	1.56746	-2.00899	-0.0968917
0.20699	1.36034	1.56716	-2.03897	-0.104037
0.20999	1.35417	1.56684	-2.06898	-0.111584
0.21299	1.34792	1.56649	-2.09901	-0.119548
0.21599	1.34158	1.56612	-2.12908	-0.127943
0.21899	1.33515	1.56572	-2.15917	-0.136786
0.22199	1.32863	1.5653	-2.18929	-0.146091
0.22499	1.32201	1.56484	-2.21945	-0.155875
0.22799	1.31531	1.56436	-2.24963	-0.166153
0.23099	1.30851	1.56385	-2.27985	-0.176941
0.23399	1.30163	1.5633	-2.31009	-0.188256
0.23699	1.29465	1.56272	-2.34037	-0.200113
0.23999	1.28759	1.5621	-2.37067	-0.212529
0.24299	1.28043	1.56144	-2.40101	-0.22552
0.24599	1.27318	1.56075	-2.43138	-0.239103
0.24899	1.26584	1.56001	-2.46178	-0.253294
0.25199	1.25841	1.55922	-2.4922	-0.26811
0.25499	1.25089	1.5584	-2.52266	-0.283567
0.25799	1.24328	1.55752	-2.55314	-0.299681
0.26099	1.23557	1.5566	-2.58365	-0.31647
0.26399	1.22777	1.55562	-2.61418	-0.33395
0.26699	1.21989	1.55459	-2.64474	-0.352137
0.26999	1.21191	1.55351	-2.67532	-0.371048
0.27299	1.20383	1.55237	-2.70592	-0.390699
0.27599	1.19567	1.55117	-2.73654	-0.411106
0.27899	1.18742	1.5499	-2.76717	-0.432286
0.28199	1.17907	1.54857	-2.79782	-0.454255
0.28499	1.17063	1.54717	-2.82847	-0.477028
0.28799	1.1621	1.54571	-2.85913	-0.500622
0.29099	1.15347	1.54417	-2.8898	-0.525052
0.29399	1.14476	1.54256	-2.92046	-0.550334
0.29699	1.13595	1.54087	-2.95112	-0.576483
0.29999	1.12705	1.5391	-2.98177	-0.603515
0.30299	1.11806	1.53725	-3.0124	-0.631444
0.30599	1.10898	1.53531	-3.04301	-0.660285
0.30899	1.0998	1.53328	-3.0736	-0.690054
0.31199	1.09054	1.53117	-3.10415	-0.720763
0.31499	1.08118	1.52896	-3.13467	-0.752429
0.31799	1.07173	1.52665	-3.16513	-0.785063
0.32099	1.06219	1.52425	-3.19555	-0.818681
0.32399	1.05256	1.52174	-3.2259	-0.853295
0.32699	1.04283	1.51913	-3.25618	-0.888919
0.32999	1.03302	1.51641	-3.28638	-0.925565
0.33299	1.02312	1.51357	-3.31649	-0.963246
0.33599	1.01312	1.51063	-3.3465	-1.00197
0.33899	1.00304	1.50756	-3.37639	-1.04176
0.34199	0.992863	1.50437	-3.40617	-1.08262
0.34499	0.9826	1.50106	-3.43581	-1.12456
0.34799	0.972249	1.49763	-3.4653	-1.16759
0.35099	0.961809	1.49406	-3.49464	-1.21173
0.35399	0.951281	1.49035	-3.52379	-1.25697
0.35699	0.940666	1.48651	-3.55276	-1.30334
0.35999	0.929965	1.48253	-3.58152	-1.35085
0.36299	0.919178	1.47841	-3.61006	-1.39949
0.36599	0.908305	1.47414	-3.63836	-1.44928
0.36899	0.897348	1.46971	-3.66641	-1.50022
0.37199	0.886307	1.46513	-3.69418	-1.55234
0.37499	0.875183	1.4604	-3.72166	-1.60562
0.37799	0.863978	1.4555	-3.74882	-1.66007
0.38099	0.852691	1.45044	-3.77565	-1.71571
0.38399	0.841324	1.44521	-3.80213	-1.77254
0.38699	0.829879	1.4398	-3.82822	-1.83055
0.38999	0.818355	1.43422	-3.85392	-1.88977
0.39299	0.806756	1.42846	-3.87919	-1.95018
0.39599	0.795081	1.42252	-3.90401	-2.01179
0.39899	0.783332	1.41639	-3.92835	-2.07461
0.40199	0.771511	1.41007	-3.9522	-2.13863
0.40499	0.75962	1.40356	-3.97551	-2.20385
0.40799	0.747659	1.39685	-3.99826	-2.27028
0.41099	0.735631	1.38994	-4.02043	-2.33791
0.41399	0.723537	1.38282	-4.04199	-2.40674
0.41699	0.71138	1.37549	-4.06289	-2.47677
0.41999	0.699161	1.36796	-4.08312	-2.548
0.42299	0.686882	1.36021	-4.10264	-2.62042
0.42599	0.674546	1.35224	-4.12141	-2.69402
0.42899	0.662154	1.34404	-4.1394	-2.7688
0.43199	0.64971	1.33562	-4.15659	-2.84476
0.43499	0.637216	1.32697	-4.17292	-2.92188
0.43799	0.624673	1.31809	-4.18837	-3.00016
0.44099	0.612086	1.30897	-4.2029	-3.07959
0.44399	0.599457	1.29961	-4.21646	-3.16015
0.44699	0.586789	1.29001	-4.22903	-3.24184
0.44999	0.574084	1.28016	-4.24056	-3.32465
0.45299	0.561346	1.27006	-4.25102	-3.40856
0.45599	0.548579	1.25971	-4.26036	-3.49355
0.45899	0.535785	1.2491	-4.26853	-3.57962
0.46199	0.522969	1.23823	-4.27551	-3.66674
0.46499	0.510133	1.2271	-4.28124	-3.75491
0.46799	0.497283	1.2157	-4.28569	-3.8441
0.47099	0.484421	1.20403	-4.28881	-3.9343
0.47399	0.471551	1.1921	-4.29056	-4.02549
0.47699	0.458678	1.17988	-4.29089	-4.11764
0.47999	0.445807	1.16739	-4.28975	-4.21075
0.48299	0.432941	1.15462	-4.28712	-4.30478
0.48599	0.420086	1.14156	-4.28293	-4.39972
0.48899	0.407245	1.12822	-4.27715	-4.49554
0.49199	0.394424	1.11459	-4.26973	-4.59223
0.49499	0.381628	1.10067	-4.26062	-4.68975
0.49799	0.368862	1.08645	-4.24978	-4.78809
0.50099	0.356131	1.07194	-4.23718	-4.88723
0.50399	0.343441	1.05713	-4.22275	-4.98713
0.50699	0.330796	1.04201	-4.20647	-5.08777
0.50999	0.318204	1.0266	-4.18829	-5.18914
0.51299	0.305668	1.01088	-4.16816	-5.29119
0.51599	0.293196	0.994852	-4.14604	-5.39392
0.51899	0.280794	0.978516	-4.12191	-5.49728
0.52199	0.268467	0.961869	-4.09571	-5.60126
0.52499	0.256221	0.944909	-4.06742	-5.70583
0.52799	0.244064	0.927634	-4.03699	-5.81096
0.53099	0.232001	0.910044	-4.00441	-5.91662
0.53399	0.220039	0.892135	-3.96963	-6.02278
0.53699	0.208185	0.873907	-3.93263	-6.12942
0.53999	0.196445	0.855359	-3.89339	-6.23651
0.54299	0.184826	0.836489	-3.8519	-6.34401
0.54599	0.173335	0.817295	-3.80813	-6.45189
0.54899	0.161979	0.797778	-3.76209	-6.56013
0.55199	0.150765	0.777935	-3.71376	-6.66867
0.55499	0.139698	0.757767	-3.66315	-6.77748
0.55799	0.128787	0.737271	-3.61027	-6.88652
0.56099	0.118038	0.716448	-3.55515	-6.99575
0.56399	0.107458	0.695297	-3.4978	-7.10511
0.56699	0.097053	0.673818	-3.43828	-7.21455
0.56999	0.0868298	0.652011	-3.37662	-7.32401
0.57299	0.0767946	0.629875	-3.3129	-7.43341
0.57599	0.0669536	0.607412	-3.2472	-7.54268
0.57899	0.0573126	0.58462	-3.1796	-7.65173
0.58199	0.047877	0.561502	-3.11023	-7.76046
0.58499	0.0386521	0.538059	-3.0392	-7.86875
0.58799	0.0296425	0.514291	-2.96668	-7.97647
0.59099	0.0208525	0.490202	-2.89285	-8.08349
0.59399	0.0122857	0.465792	-2.81789	-8.18962
0.59699	0.00394524	0.441066	-2.74204	-8.29469
0.59999	-0.0041667	0.416026	-2.66555	-8.39847
0.60299	-0.0120486	0.390677	-2.58871	-8.50074
0.60599	-0.0196998	0.365024	-2.51183	-8.60122
0.60899	-0.0271207	0.339073	-2.43526	-8.69963
0.61199	-0.0343128	0.31283	-2.35936	-8.79562
0.61499	-0.0412788	0.286303	-2.28456	-8.88885
0.61799	-0.0480225	0.2595	-2.21127	-8.97893
0.62099	-0.0545492	0.232433	-2.13997	-9.06544
0.62399	-0.0608655	0.205112	-2.07114	-9.14794
0.62699	-0.0669797	0.177551	-2.00528	-9.22596
0.62999	-0.0729014	0.149762	-1.94289	-9.29902
0.63299	-0.0786417	0.121762	-1.8845	-9.36662
0.63599	-0.0842135	0.0935688	-1.83062	-9.42828
0.63899	-0.089631	0.0651996	-1.78173	-9.48352
0.64199	-0.0949099	0.0366748	-1.73831	-9.53187
0.64499	-0.100067	0.00801584	-1.70079	-9.57291
0.64799	-0.105121	-0.0207548	-1.66953	-9.60626
0.65099	-0.110091	-0.0496137	-1.64487	-9.6316
0.65399	-0.114998	-0.0785362	-1.62706	-9.64868
0.65699	-0.119861	-0.107497	-1.61626	-9.65732
0.65999	-0.124702	-0.136472	-1.61257	-9.65744
0.66299	-0.129543	-0.165434	-1.61599	-9.64904
0.66599	-0.134405	-0.194358	-1.62645	-9.6322
0.66899	-0.139309	-0.223219	-1.64378	-9.6071
0.67199	-0.144274	-0.251993	-1.66774	-9.57399
0.67499	-0.149321	-0.280656	-1.69802	-9.5332
0.67799	-0.154468	-0.309186	-1.73425	-9.48511
0.68099	-0.159732	-0.337561	-1.77602	-9.43015
0.68399	-0.165129	-0.365761	-1.82285	-9.36879
0.68699	-0.170673	-0.393768	-1.87426	-9.30152
0.68999	-0.176378	-0.421566	-1.92975	-9.22884
0.69299	-0.182255	-0.449137	-1.98881	-9.15126
0.69599	-0.188314	-0.47647	-2.05092	-9.06926
0.69899	-0.194562	-0.50355	-2.1156	-8.98333
0.70199	-0.201009	-0.530367	-2.18235	-8.89393
0.70499	-0.207658	-0.556912	-2.25072	-8.80148
0.70799	-0.214513	-0.583175	-2.32028	-8.70638
0.71099	-0.221579	-0.609149	-2.39061	-8.609
0.71399	-0.228857	-0.634828	-2.46136	-8.50969
0.71699	-0.236347	-0.660207	-2.53217	-8.40874
0.71999	-0.244049	-0.68528	-2.60272	-8.30643
0.72299	-0.251962	-0.710045	-2.67275	-8.203
0.72599	-0.260084	-0.734499	-2.742	-8.09869
0.72899	-0.268412	-0.758638	-2.81024	-7.99367
0.73199	-0.276944	-0.782462	-2.87727	-7.88813
0.73499	-0.285674	-0.805968	-2.94292	-7.78221
0.73799	-0.294599	-0.829156	-3.00705	-7.67604
0.74099	-0.303714	-0.852025	-3.06951	-7.56975
0.74399	-0.313014	-0.874576	-3.13021	-7.46343
0.74699	-0.322493	-0.896807	-3.18904	-7.35718
0.74999	-0.332146	-0.91872	-3.24593	-7.25107
0.75299	-0.341966	-0.940315	-3.30082	-7.14517
0.75599	-0.351948	-0.961592	-3.35366	-7.03953
0.75899	-0.362086	-0.982554	-3.40441	-6.93423
0.76199	-0.372372	-1.0032	-3.45304	-6.82929
0.76499	-0.382801	-1.02353	-3.49954	-6.72477
0.76799	-0.393367	-1.04355	-3.54389	-6.6207
0.77099	-0.404062	-1.06326	-3.58609	-6.51711
0.77399	-0.414881	-1.08265	-3.62615	-6.41404
0.77699	-0.425817	-1.10174	-3.66407	-6.31152
0.77999	-0.436863	-1.12052	-3.69986	-6.20958
0.78299	-0.448013	-1.139	-3.73355	-6.10823
0.78599	-0.459262	-1.15718	-3.76516	-6.0075
0.78899	-0.470602	-1.17505	-3.7947	-5.90742
0.79199	-0.482028	-1.19262	-3.82222	-5.80801
0.79499	-0.493533	-1.2099	-3.84773	-5.70928
0.79799	-0.505112	-1.22688	-3.87128	-5.61126
0.80099	-0.516759	-1.24357	-3.89289	-5.51397
0.80399	-0.528468	-1.25997	-3.91261	-5.41742
0.80699	-0.540233	-1.27607	-3.93047	-5.32165
0.80999	-0.552048	-1.2919	-3.9465	-5.22665
0.81299	-0.56391	-1.30744	-3.96076	-5.13246
0.81599	-0.575811	-1.32269	-3.97327	-5.03908
0.81899	-0.587748	-1.33767	-3.98407	-4.94654
0.82199	-0.599714	-1.35238	-3.99322	-4.85486
0.82499	-0.611705	-1.3668	-4.00074	-4.76404
0.82799	-0.623717	-1.38096	-4.00669	-4.67411
0.83099	-0.635744	-1.39485	-4.0111	-4.58509
0.83399	-0.647782	-1.40847	-4.01401	-4.49698
0.83699	-0.659827	-1.42183	-4.01546	-4.4098
0.83999	-0.671874	-1.43493	-4.01551	-4.32357
0.84299	-0.683918	-1.44778	-4.01417	-4.2383
0.84599	-0.695957	-1.46037	-4.01151	-4.154
0.84899	-0.707986	-1.4727	-4.00755	-4.07069
0.85199	-0.720002	-1.48479	-4.00234	-3.98838
0.85499	-0.731999	-1.49664	-3.99591	-3.90708
0.85799	-0.743976	-1.50824	-3.98831	-3.8268
0.86099	-0.755928	-1.5196	-3.97957	-3.74755
0.86399	-0.767853	-1.53072	-3.96974	-3.66935
0.86699	-0.779746	-1.54162	-3.95884	-3.59219
0.86999	-0.791605	-1.55228	-3.94691	-3.5161
0.87299	-0.803426	-1.56271	-3.934	-3.44107
0.87599	-0.815208	-1.57293	-3.92013	-3.36712
0.87899	-0.826947	-1.58292	-3.90535	-3.29424
0.88199	-0.838639	-1.59269	-3.88968	-3.22246
0.88499	-0.850284	-1.60226	-3.87315	-3.15176
0.88799	-0.861878	-1.61161	-3.85581	-3.08216
0.89099	-0.873418	-1.62075	-3.83768	-3.01366
0.89399	-0.884903	-1.62969	-3.8188	-2.94627
0.89699	-0.896331	-1.63843	-3.79919	-2.87997
0.89999	-0.907698	-1.64697	-3.77888	-2.81479
0.90299	-0.919004	-1.65532	-3.75791	-2.75071
0.90599	-0.930245	-1.66348	-3.7363	-2.68773
0.90899	-0.941421	-1.67145	-3.71408	-2.62586
0.91199	-0.95253	-1.67924	-3.69128	-2.5651
0.91499	-0.963569	-1.68684	-3.66792	-2.50544
0.91799	-0.974537	-1.69427	-3.64402	-2.44689
0.92099	-0.985433	-1.70152	-3.61962	-2.38943
0.92399	-0.996255	-1.70861	-3.59474	-2.33306
0.92699	-1.007	-1.71552	-3.5694	-2.27779
0.92999	-1.01767	-1.72228	-3.54361	-2.2236
0.93299	-1.02826	-1.72887	-3.51742	-2.1705
0.93599	-1.03878	-1.7353	-3.49083	-2.11846
0.93899	-1.04921	-1.74158	-3.46386	-2.0675
0.94199	-1.05956	-1.74771	-3.43654	-2.0176
0.94499	-1.06983	-1.75369	-3.40889	-1.96876
0.94799	-1.08001	-1.75952	-3.38091	-1.92096
0.95099	-1.09011	-1.76521	-3.35264	-1.8742
0.95399	-1.10013	-1.77077	-3.32409	-1.82847
0.95699	-1.11006	-1.77619	-3.29528	-1.78377
0.95999	-1.1199	-1.78147	-3.26621	-1.74008
0.96299	-1.12965	-1.78663	-3.23691	-1.69739
0.96599	-1.13932	-1.79166	-3.20739	-1.6557
0.96899	-1.1489	-1.79656	-3.17767	-1.61499
0.97199	-1.15839	-1.80135	-3.14775	-1.57525
0.97499	-1.16779	-1.80602	-3.11766	-1.53648
0.97799	-1.17709	-1.81057	-3.0874	-1.49866
0.98099	-1.18631	-1.81501	-3.05699	-1.46177
0.98399	-1.19544	-1.81934	-3.02643	-1.42582
0.98699	-1.20447	-1.82357	-2.99574	-1.39078
0.98999	-1.21341	-1.82769	-2.96494	-1.35665
0.99299	-1.22226	-1.83171	-2.93402	-1.32342
0.99599	-1.23101	-1.83563	-2.903	-1.29106
0.99899	-1.23968	-1.83946	-2.87189	-1.25957
1.00199	-1.24825	-1.84319	-2.84069	-1.22894
1.00499	-1.25672	-1.84683	-2.80942	-1.19915
1.00799	-1.2651	-1.85038	-2.77808	-1.17019
1.01099	-1.27339	-1.85385	-2.74668	-1.14205
1.01399	-1.28158	-1.85724	-2.71523	-1.11471
1.01699	-1.28968	-1.86054	-2.68373	-1.08816
1.01999	-1.29769	-1.86377	-2.6522	-1.06239
1.02299	-1.3056	-1.86692	-2.62062	-1.03739
1.02599	-1.31341	-1.86999	-2.58902	-1.01314
1.02899	-1.32113	-1.873	-2.5574	-0.989625
1.03199	-1.32876	-1.87593	-2.52576	-0.966837
1.03499	-1.33629	-1.8788	-2.49411	-0.944759
1.03799	-1.34372	-1.8816	-2.46244	-0.923381
1.04099	-1.35106	-1.88434	-2.43077	-0.902687
1.04399	-1.35831	-1.88702	-2.39911	-0.882664
1.04699	-1.36546	-1.88964	-2.36744	-0.8633
1.04999	-1.37251	-1.8922	-2.33578	-0.844582
1.05299	-1.37947	-1.89471	-2.30413	-0.826494
1.05599	-1.38634	-1.89716	-2.27249	-0.809026
1.05899	-1.39311	-1.89956	-2.24087	-0.792163
1.06199	-1.39978	-1.90191	-2.20927	-0.775893
1.06499	-1.40636	-1.90422	-2.17768	-0.760203
1.06799	-1.41285	-1.90647	-2.14612	-0.745079
1.07099	-1.41924	-1.90869	-2.11459	-0.73051
1.07399	-1.42554	-1.91086	-2.08308	-0.716481
1.07699	-1.43174	-1.91299	-2.05159	-0.702982
1.07999	-1.43785	-1.91508	-2.02014	-0.689999
1.08299	-1.44386	-1.91713	-1.98872	-0.677519
1.08599	-1.44978	-1.91914	-1.95733	-0.665532
1.08899	-1.4556	-1.92112	-1.92597	-0.654024
1.09199	-1.46133	-1.92307	-1.89464	-0.642984
1.09499	-1.46697	-1.92498	-1.86336	-0.6324
1.09799	-1.47251	-1.92686	-1.8321	-0.62226
1.10099	-1.47796	-1.92871	-1.80089	-0.612553
1.10399	-1.48332	-1.93054	-1.76971	-0.603267
1.10699	-1.48858	-1.93233	-1.73857	-0.594391
1.10999	-1.49375	-1.93411	-1.70746	-0.585914
1.11299	-1.49883	-1.93585	-1.67639	-0.577826
1.11599	-1.50381	-1.93757	-1.64537	-0.570115
1.11899	-1.5087	-1.93927	-1.61438	-0.56277
1.12199	-1.5135	-1.94095	-1.58342	-0.555782
1.12499	-1.5182	-1.94261	-1.55251	-0.549141
1.12799	-1.52281	-1.94425	-1.52164	-0.542835
1.13099	-1.52733	-1.94586	-1.4908	-0.536855
1.13399	-1.53176	-1.94747	-1.46	-0.531193
1.13699	-1.53609	-1.94905	-1.42924	-0.525837
1.13999	-1.54033	-1.95062	-1.39852	-0.520778
1.14299	-1.54448	-1.95218	-1.36783	-0.516008
1.14599	-1.54854	-1.95372	-1.33718	-0.511518
1.14899	-1.55251	-1.95525	-1.30657	-0.507298
1.15199	-1.55638	-1.95676	-1.27599	-0.50334
1.15499	-1.56016	-1.95827	-1.24545	-0.499636
1.15799	-1.56385	-1.95976	-1.21494	-0.496176
1.16099	-1.56745	-1.96124	-1.18447	-0.492954
1.16399	-1.57096	-1.96272	-1.15403	-0.48996
1.16699	-1.57438	-1.96418	-1.12363	-0.487187
1.16999	-1.5777	-1.96564	-1.09326	-0.484628
1.17299	-1.58094	-1.96709	-1.06292	-0.482275
1.17599	-1.58408	-1.96854	-1.03261	-0.480121
1.17899	-1.58713	-1.96997	-1.00233	-0.478158
1.18199	-1.5901	-1.97141	-0.972079	-0.476379
1.18499	-1.59297	-1.97283	-0.941859	-0.474778
1.18799	-1.59575	-1.97425	-0.911668	-0.473347
1.19099	-1.59844	-1.97567	-0.881505	-0.472081
1.19399	-1.60104	-1.97709	-0.851368	-0.470972
1.19699	-1.60355	-1.9785	-0.821258	-0.470015
1.19999	-1.60596	-1.97991	-0.791173	-0.469203
1.20299	-1.60829	-1.98131	-0.761113	-0.468529
1.20599	-1.61053	-1.98272	-0.731076	-0.467989
1.20899	-1.61268	-1.98412	-0.701062	-0.467576
1.21199	-1.61474	-1.98552	-0.671071	-0.467284
1.21499	-1.61671	-1.98693	-0.641101	-0.467108
1.21799	-1.61859	-1.98833	-0.611151	-0.467042
1.22099	-1.62037	-1.98973	-0.581221	-0.46708
1.22399	-1.62207	-1.99113	-0.551309	-0.467218
1.22699	-1.62368	-1.99253	-0.521415	-0.46745
1.22999	-1.6252	-1.99393	-0.491538	-0.467771
1.23299	-1.62663	-1.99534	-0.461678	-0.468175
1.23599	-1.62797	-1.99674	-0.431832	-0.468657
1.23899	-1.62922	-1.99815	-0.402001	-0.469213
1.24199	-1.63038	-1.99956	-0.372183	-0.469837
1.24499	-1.63146	-2.00097	-0.342377	-0.470524
1.24799	-1.63244	-2.00238	-0.312583	-0.47127
1.25099	-1.63333	-2.0038	-0.282799	-0.472069
1.25399	-1.63414	-2.00521	-0.253025	-0.472917
1.25699	-1.63485	-2.00663	-0.22326	-0.473808
1.25999	-1.63548	-2.00806	-0.193503	-0.474739
1.26299	-1.63601	-2.00948	-0.163752	-0.475703
1.26599	-1.63646	-2.01091	-0.134007	-0.476697
1.26899	-1.63682	-2.01234	-0.104267	-0.477714
1.27199	-1.63708	-2.01378	-0.0745304	-0.478752
1.27499	-1.63726	-2.01522	-0.0447969	-0.479803
1.27799	-1.63735	-2.01666	-0.0150654	-0.480865
1.28099	-1.63735	-2.0181	0.0146654	-0.481931
1.28399	-1.63727	-2.01955	0.0443962	-0.482996
1.28699	-1.63709	-2.021	0.0741283	-0.484057
1.28999	-1.63682	-2.02245	0.103863	-0.485106
1.29299	-1.63647	-2.02391	0.1336	-0.486141
1.29599	-1.63602	-2.02537	0.163342	-0.487154
1.29899	-1.63549	-2.02683	0.193089	-0.488141
1.30199	-1.63486	-2.0283	0.222843	-0.489097
1.30499	-1.63415	-2.02977	0.252604	-0.490017
1.30799	-1.63335	-2.03124	0.282373	-0.490893
1.31099	-1.63246	-2.03271	0.312153	-0.491723
1.31399	-1.63147	-2.03419	0.341943	-0.492498
1.31699	-1.6304	-2.03567	0.371745	-0.493215
1.31999	-1.62924	-2.03715	0.40156	-0.493866
1.32299	-1.62799	-2.03863	0.431389	-0.494446
1.32599	-1.62666	-2.04011	0.461233	-0.494949
1.32899	-1.62523	-2.0416	0.491094	-0.495369
1.33199	-1.62371	-2.04309	0.520972	-0.4957
1.33499	-1.6221	-2.04457	0.550869	-0.495934
1.33799	-1.6204	-2.04606	0.580785	-0.496066
1.34099	-1.61862	-2.04755	0.610723	-0.496089
1.34399	-1.61674	-2.04904	0.640683	-0.495997
1.34699	-1.61477	-2.05053	0.670667	-0.495781
1.34999	-1.61272	-2.05201	0.700675	-0.495436
1.35299	-1.61057	-2.0535	0.730709	-0.494954
1.35599	-1.60833	-2.05498	0.76077	-0.494328
1.35899	-1.60601	-2.05646	0.790859	-0.493551
1.36199	-1.60359	-2.05794	0.820977	-0.492614
1.36499	-1.60108	-2.05942	0.851126	-0.491511
1.36799	-1.59848	-2.06089	0.881307	-0.490233
1.37099	-1.59579	-2.06236	0.911521	-0.488773
1.37399	-1.59301	-2.06382	0.94177	-0.487123
1.37699	-1.59014	-2.06528	0.972054	-0.485274
1.37999	-1.58718	-2.06674	1.00237	-0.483217
1.38299	-1.58413	-2.06818	1.03273	-0.480946
1.38599	-1.58098	-2.06962	1.06313	-0.47845
1.38899	-1.57775	-2.07105	1.09357	-0.475721
1.39199	-1.57442	-2.07248	1.12405	-0.47275
1.39499	-1.57101	-2.07389	1.15457	-0.469529
1.39799	-1.5675	-2.07529	1.18513	-0.466048
1.40099	-1.56389	-2.07669	1.21574	-0.462298
1.40399	-1.5602	-2.07807	1.2464	-0.458269
1.40699	-1.55642	-2.07943	1.2771	-0.453952
1.40999	-1.55254	-2.08079	1.30786	-0.449337
1.41299	-1.54857	-2.08213	1.33866	-0.444415
1.41599	-1.54451	-2.08346	1.36951	-0.439176
1.41899	-1.54035	-2.08477	1.40041	-0.433609
1.42199	-1.53611	-2.08606	1.43136	-0.427705
1.42499	-1.53177	-2.08733	1.46237	-0.421454
1.42799	-1.52733	-2.08859	1.49343	-0.414844
1.43099	-1.5228	-2.08982	1.52455	-0.407866
1.43399	-1.51818	-2.09103	1.55572	-0.40051
1.43699	-1.51347	-2.09222	1.58695	-0.392763
1.43999	-1.50866	-2.09339	1.61823	-0.384617
1.44299	-1.50376	-2.09453	1.64957	-0.37606
1.44599	-1.49877	-2.09565	1.68097	-0.367081
1.44899	-1.49368	-2.09673	1.71242	-0.35767
1.45199	-1.48849	-2.09779	1.74394	-0.347815
1.45499	-1.48321	-2.09882	1.77551	-0.337505
