#Values:
#Time step dt:	1e-06
#Max Time tmax:	20
#Samplesize:	10000
#Outfile:	./Data/data2.dat
#l1: 1	l2: 1	m1: 2	m2: 1
#Mass 1: 	starting angle: 1.5708, starting vel: 0
#Mass 2: 	starting angle: 0, starting vel: 0
#Time t 	 Angle1 in rad 	 Angle2 in rad 	 AngVel1 in rad/s 	 AngVel2 in rad/s 	 Cart Positions x1 	 y1 	 x2 	 y2 
0	1.5708	0	0	0	1	-6.12323e-17	1	-1
0.001999	1.57078	1.92023e-10	-0.01962	3.84558e-07	1	-1.96102e-05	1	-1.00002
0.003999	1.57072	3.07595e-09	-0.03924	3.078e-06	1	-7.84604e-05	1	-1.00008
0.005999	1.57062	1.55781e-08	-0.05886	1.039e-05	1	-0.000176551	1	-1.00018
0.007999	1.57048	4.9244e-08	-0.07848	2.46302e-05	1	-0.000313881	1	-1.00031
0.009999	1.57031	1.20239e-07	-0.0981	4.81082e-05	1	-0.000490451	1	-1.00049
0.011999	1.57009	2.49346e-07	-0.11772	8.31338e-05	1	-0.000706261	1	-1.00071
0.013999	1.56984	4.6197e-07	-0.13734	0.000132017	1	-0.000961312	1	-1.00096
0.015999	1.56954	7.88133e-07	-0.15696	0.000197066	0.999999	-0.0012556	1	-1.00126
0.017999	1.56921	1.26248e-06	-0.17658	0.000280592	0.999999	-0.00158913	1	-1.00159
0.019999	1.56883	1.92427e-06	-0.1962	0.000384904	0.999998	-0.0019619	1	-1.00196
0.021999	1.56842	2.81738e-06	-0.21582	0.000512312	0.999997	-0.00237391	1	-1.00237
0.023999	1.56797	3.99031e-06	-0.23544	0.000665125	0.999996	-0.00282516	1	-1.00283
0.025999	1.56748	5.49619e-06	-0.25506	0.000845653	0.999995	-0.00331565	1	-1.00332
0.027999	1.56695	7.39274e-06	-0.274679	0.0010562	0.999993	-0.00384537	1	-1.00385
0.029999	1.56638	9.74234e-06	-0.294299	0.00129909	0.99999	-0.00441434	1	-1.00441
0.031999	1.56577	1.26119e-05	-0.313919	0.00157662	0.999987	-0.00502254	1	-1.00502
0.033999	1.56513	1.60732e-05	-0.333538	0.0018911	0.999984	-0.00566998	1	-1.00567
0.035999	1.56444	2.02022e-05	-0.353158	0.00224484	0.99998	-0.00635665	1	-1.00636
0.037999	1.56371	2.50799e-05	-0.372777	0.00264016	0.999975	-0.00708256	1	-1.00708
0.039999	1.56295	3.07917e-05	-0.392396	0.00307935	0.999969	-0.0078477	1	-1.00785
0.041999	1.56214	3.74276e-05	-0.412015	0.00356473	0.999963	-0.00865207	1	-1.00865
0.043999	1.5613	4.50824e-05	-0.431634	0.00409861	0.999955	-0.00949568	1	-1.0095
0.045999	1.56042	5.38554e-05	-0.451252	0.0046833	0.999946	-0.0103785	1	-1.01038
0.047999	1.5595	6.38504e-05	-0.47087	0.00532109	0.999936	-0.0113006	1	-1.0113
0.049999	1.55853	7.5176e-05	-0.490488	0.00601431	0.999925	-0.0122619	1	-1.01226
0.051999	1.55753	8.79454e-05	-0.510105	0.00676526	0.999912	-0.0132624	1	-1.01326
0.053999	1.55649	0.000102276	-0.529722	0.00757624	0.999898	-0.0143021	1	-1.0143
0.055999	1.55541	0.000118291	-0.549338	0.00844957	0.999882	-0.015381	1	-1.01538
0.057999	1.5543	0.000136117	-0.568954	0.00938754	0.999864	-0.0164991	1	-1.0165
0.059999	1.55314	0.000155885	-0.58857	0.0103925	0.999844	-0.0176565	1	-1.01766
0.061999	1.55194	0.000177732	-0.608184	0.0114667	0.999822	-0.018853	1	-1.01885
0.063999	1.55071	0.000201798	-0.627798	0.0126124	0.999798	-0.0200888	1	-1.02009
0.065999	1.54943	0.00022823	-0.647411	0.013832	0.999772	-0.0213637	1	-1.02136
0.067999	1.54812	0.000257176	-0.667023	0.0151278	0.999743	-0.0226778	1	-1.02268
0.069999	1.54676	0.000288792	-0.686635	0.0165021	0.999711	-0.0240311	1	-1.02403
0.071999	1.54537	0.000323237	-0.706245	0.0179571	0.999677	-0.0254235	1	-1.02542
0.073999	1.54394	0.000360674	-0.725854	0.0194952	0.999639	-0.0268551	1	-1.02686
0.075999	1.54247	0.000401273	-0.745461	0.0211187	0.999599	-0.0283259	1	-1.02833
0.077999	1.54096	0.000445206	-0.765068	0.0228298	0.999555	-0.0298358	1	-1.02984
0.079999	1.53941	0.00049265	-0.784673	0.0246309	0.999507	-0.0313848	1	-1.03138
0.081999	1.53782	0.000543789	-0.804276	0.0265243	0.999456	-0.0329729	1	-1.03297
0.083999	1.53619	0.000598809	-0.823878	0.0285122	0.999401	-0.0346001	1	-1.0346
0.085999	1.53452	0.000657901	-0.843478	0.030597	0.999342	-0.0362664	1	-1.03627
0.087999	1.53282	0.000721261	-0.863076	0.0327809	0.999279	-0.0379718	1	-1.03797
0.089999	1.53107	0.00078909	-0.882672	0.0350663	0.999211	-0.0397162	1	-1.03972
0.091999	1.52928	0.000861593	-0.902265	0.0374553	0.999139	-0.0414996	1	-1.0415
0.093999	1.52746	0.000938979	-0.921857	0.0399503	0.999061	-0.0433221	1	-1.04332
0.095999	1.5256	0.00102146	-0.941446	0.0425536	0.998979	-0.0451836	1	-1.04518
0.097999	1.52369	0.00110926	-0.961032	0.0452675	0.998891	-0.047084	1	-1.04708
0.099999	1.52175	0.00120261	-0.980615	0.0480942	0.998798	-0.0490234	1	-1.04902
0.101999	1.51977	0.00130172	-1.0002	0.051036	0.998699	-0.0510017	1	-1.051
0.103999	1.51775	0.00140683	-1.01977	0.0540952	0.998594	-0.053019	1	-1.05302
0.105999	1.51569	0.00151817	-1.03935	0.057274	0.998482	-0.0550751	1	-1.05507
0.107999	1.5136	0.001636	-1.05892	0.0605747	0.998364	-0.05717	1	-1.05717
0.109999	1.51146	0.00176055	-1.07848	0.0639996	0.99824	-0.0593038	1	-1.0593
0.111999	1.50928	0.00189208	-1.09805	0.0675509	0.998109	-0.0614763	1	-1.06147
0.113999	1.50707	0.00203084	-1.1176	0.0712309	0.99797	-0.0636876	1	-1.06369
0.115999	1.50481	0.00217709	-1.13716	0.0750419	0.997824	-0.0659376	1	-1.06594
0.117999	1.50252	0.00233109	-1.15671	0.078986	0.99767	-0.0682263	1	-1.06822
0.119999	1.50018	0.00249312	-1.17625	0.0830655	0.997508	-0.0705537	1	-1.07055
0.121999	1.49781	0.00266344	-1.19579	0.0872827	0.997338	-0.0729196	1	-1.07292
0.123999	1.4954	0.00284234	-1.21533	0.0916397	0.997159	-0.0753241	1	-1.07532
0.125999	1.49295	0.00303009	-1.23485	0.0961389	0.996972	-0.077767	1	-1.07776
0.127999	1.49046	0.00322698	-1.25438	0.100782	0.996775	-0.0802485	1	-1.08024
0.129999	1.48793	0.00343331	-1.27389	0.105572	0.996569	-0.0827683	1	-1.08276
0.131999	1.48537	0.00364937	-1.2934	0.110511	0.996353	-0.0853265	1	-1.08532
0.133999	1.48276	0.00387545	-1.31291	0.115601	0.996127	-0.087923	1	-1.08792
0.135999	1.48011	0.00411187	-1.3324	0.120844	0.995891	-0.0905578	1	-1.09055
0.137999	1.47743	0.00435893	-1.35189	0.126242	0.995645	-0.0932307	1	-1.09322
0.139999	1.47471	0.00461694	-1.37138	0.131798	0.995387	-0.0959418	1	-1.09593
0.141999	1.47194	0.00488622	-1.39085	0.137513	0.995118	-0.0986909	1	-1.09868
0.143999	1.46914	0.00516709	-1.41032	0.14339	0.994838	-0.101478	1	-1.10146
0.145999	1.4663	0.00545988	-1.42977	0.149432	0.994546	-0.104303	1.00001	-1.10429
0.147999	1.46342	0.00576492	-1.44922	0.155639	0.994241	-0.107166	1.00001	-1.10715
0.149999	1.46051	0.00608254	-1.46866	0.162015	0.993924	-0.110066	1.00001	-1.11005
0.151999	1.45755	0.00641309	-1.48809	0.168561	0.993594	-0.113005	1.00001	-1.11298
0.153999	1.45455	0.0067569	-1.50751	0.17528	0.993251	-0.115981	1.00001	-1.11596
0.155999	1.45152	0.00711432	-1.52692	0.182173	0.992895	-0.118994	1.00001	-1.11897
0.157999	1.44845	0.0074857	-1.54632	0.189244	0.992525	-0.122045	1.00001	-1.12202
0.159999	1.44533	0.0078714	-1.56571	0.196493	0.99214	-0.125133	1.00001	-1.1251
0.161999	1.44218	0.00827179	-1.58509	0.203923	0.991741	-0.128258	1.00001	-1.12822
0.163999	1.43899	0.00868721	-1.60446	0.211536	0.991327	-0.131421	1.00001	-1.13138
0.165999	1.43577	0.00911804	-1.62381	0.219334	0.990897	-0.134621	1.00002	-1.13458
0.167999	1.4325	0.00956466	-1.64315	0.227319	0.990452	-0.137857	1.00002	-1.13781
0.169999	1.42919	0.0100274	-1.66248	0.235494	0.989991	-0.14113	1.00002	-1.14108
0.171999	1.42585	0.0105068	-1.6818	0.24386	0.989514	-0.14444	1.00002	-1.14439
0.173999	1.42247	0.011003	-1.7011	0.252419	0.989019	-0.147787	1.00002	-1.14773
0.175999	1.41904	0.0115166	-1.72038	0.261173	0.988508	-0.15117	1.00002	-1.1511
0.177999	1.41558	0.0120478	-1.73966	0.270124	0.987979	-0.154589	1.00003	-1.15452
0.179999	1.41209	0.0125972	-1.75892	0.279274	0.987432	-0.158045	1.00003	-1.15797
0.181999	1.40855	0.013165	-1.77816	0.288626	0.986867	-0.161537	1.00003	-1.16145
0.183999	1.40497	0.0137518	-1.79739	0.298181	0.986283	-0.165064	1.00003	-1.16497
0.185999	1.40136	0.0143579	-1.8166	0.30794	0.98568	-0.168627	1.00004	-1.16852
0.187999	1.39771	0.0149837	-1.83579	0.317907	0.985057	-0.172226	1.00004	-1.17211
0.189999	1.39402	0.0156296	-1.85497	0.328082	0.984415	-0.175861	1.00004	-1.17574
0.191999	1.39029	0.0162962	-1.87413	0.338468	0.983752	-0.179531	1.00005	-1.1794
0.193999	1.38652	0.0169836	-1.89327	0.349066	0.983069	-0.183235	1.00005	-1.18309
0.195999	1.38271	0.0176926	-1.91239	0.359879	0.982365	-0.186975	1.00006	-1.18682
0.197999	1.37887	0.0184233	-1.93149	0.370907	0.981639	-0.19075	1.00006	-1.19058
0.199999	1.37499	0.0191763	-1.95058	0.382154	0.980891	-0.194559	1.00007	-1.19438
0.201999	1.37107	0.019952	-1.96964	0.39362	0.980121	-0.198403	1.00007	-1.1982
0.203999	1.36711	0.0207509	-1.98869	0.405308	0.979327	-0.202281	1.00008	-1.20207
0.205999	1.36311	0.0215734	-2.00771	0.417219	0.978511	-0.206193	1.00008	-1.20596
0.207999	1.35908	0.0224199	-2.02671	0.429355	0.977671	-0.210139	1.00009	-1.20989
0.209999	1.35501	0.023291	-2.04569	0.441717	0.976808	-0.214119	1.0001	-1.21385
0.211999	1.3509	0.024187	-2.06465	0.454308	0.975919	-0.218132	1.0001	-1.21784
0.213999	1.34675	0.0251083	-2.08358	0.467128	0.975006	-0.222179	1.00011	-1.22186
0.215999	1.34256	0.0260556	-2.10249	0.48018	0.974067	-0.226258	1.00012	-1.22592
0.217999	1.33834	0.0270292	-2.12138	0.493465	0.973103	-0.23037	1.00013	-1.23001
0.219999	1.33408	0.0280296	-2.14024	0.506984	0.972112	-0.234515	1.00014	-1.23412
0.221999	1.32978	0.0290573	-2.15907	0.52074	0.971095	-0.238693	1.00015	-1.23827
0.223999	1.32544	0.0301127	-2.17788	0.534733	0.970051	-0.242902	1.00016	-1.24245
0.225999	1.32107	0.0311964	-2.19667	0.548965	0.968979	-0.247143	1.00017	-1.24666
0.227999	1.31665	0.0323087	-2.21543	0.563438	0.967879	-0.251416	1.00018	-1.25089
0.229999	1.3122	0.0334503	-2.23416	0.578153	0.966751	-0.25572	1.00019	-1.25516
0.231999	1.30772	0.0346215	-2.25286	0.593111	0.965594	-0.260055	1.00021	-1.25946
0.233999	1.30319	0.0358229	-2.27154	0.608314	0.964407	-0.264421	1.00022	-1.26378
0.235999	1.29863	0.0370549	-2.29019	0.623763	0.963191	-0.268818	1.00024	-1.26813
0.237999	1.29403	0.0383181	-2.3088	0.639459	0.961945	-0.273245	1.00025	-1.27251
0.239999	1.2894	0.0396129	-2.32739	0.655403	0.960667	-0.277702	1.00027	-1.27692
0.241999	1.28472	0.0409398	-2.34595	0.671598	0.959359	-0.282188	1.00029	-1.28135
0.243999	1.28001	0.0422994	-2.36448	0.688043	0.958019	-0.286704	1.00031	-1.28581
0.245999	1.27526	0.0436922	-2.38298	0.704739	0.956647	-0.291249	1.00033	-1.29029
0.247999	1.27048	0.0451185	-2.40144	0.721689	0.955243	-0.295823	1.00035	-1.2948
0.249999	1.26566	0.0465791	-2.41987	0.738893	0.953806	-0.300425	1.00037	-1.29934
0.251999	1.2608	0.0480743	-2.43827	0.756352	0.952335	-0.305055	1.00039	-1.3039
0.253999	1.25591	0.0496046	-2.45664	0.774067	0.95083	-0.309713	1.00041	-1.30848
0.255999	1.25097	0.0511707	-2.47497	0.792039	0.949291	-0.314398	1.00044	-1.31309
0.257999	1.24601	0.0527729	-2.49327	0.810269	0.947718	-0.31911	1.00047	-1.31772
0.259999	1.241	0.0544119	-2.51154	0.828757	0.946109	-0.32385	1.00049	-1.32237
0.261999	1.23596	0.0560881	-2.52977	0.847504	0.944464	-0.328615	1.00052	-1.32704
0.263999	1.23088	0.0578021	-2.54796	0.866511	0.942783	-0.333407	1.00055	-1.33174
0.265999	1.22577	0.0595543	-2.56612	0.885778	0.941066	-0.338224	1.00058	-1.33645
0.267999	1.22062	0.0613454	-2.58424	0.905307	0.939311	-0.343066	1.00062	-1.34118
0.269999	1.21543	0.0631757	-2.60232	0.925097	0.937519	-0.347933	1.00065	-1.34594
0.271999	1.21021	0.0650459	-2.62037	0.945149	0.935689	-0.352825	1.00069	-1.35071
0.273999	1.20495	0.0669565	-2.63838	0.965463	0.933821	-0.35774	1.00073	-1.3555
0.275999	1.19965	0.0689079	-2.65635	0.986039	0.931914	-0.36268	1.00077	-1.36031
0.277999	1.19432	0.0709008	-2.67428	1.00688	0.929967	-0.367642	1.00081	-1.36513
0.279999	1.18896	0.0729356	-2.69218	1.02798	0.927981	-0.372627	1.00085	-1.36997
0.281999	1.18356	0.0750128	-2.71003	1.04935	0.925954	-0.377635	1.0009	-1.37482
0.283999	1.17812	0.0771331	-2.72784	1.07097	0.923887	-0.382665	1.00094	-1.37969
0.285999	1.17264	0.0792969	-2.74562	1.09286	0.921779	-0.387716	1.00099	-1.38457
0.287999	1.16714	0.0815047	-2.76335	1.11502	0.919629	-0.392788	1.00104	-1.38947
0.289999	1.16159	0.0837571	-2.78104	1.13743	0.917437	-0.397881	1.0011	-1.39438
0.291999	1.15601	0.0860546	-2.79869	1.16011	0.915203	-0.402994	1.00115	-1.39929
0.293999	1.1504	0.0883977	-2.8163	1.18305	0.912926	-0.408126	1.00121	-1.40422
0.295999	1.14475	0.090787	-2.83386	1.20625	0.910605	-0.413278	1.00127	-1.40916
0.297999	1.13906	0.0932229	-2.85139	1.2297	0.908241	-0.418448	1.00133	-1.41411
0.299999	1.13334	0.0957059	-2.86887	1.25342	0.905832	-0.423636	1.00139	-1.41906
0.301999	1.12759	0.0982367	-2.8863	1.2774	0.903379	-0.428843	1.00146	-1.42402
0.303999	1.1218	0.100816	-2.9037	1.30163	0.900881	-0.434066	1.00153	-1.42899
0.305999	1.11597	0.103443	-2.92105	1.32611	0.898337	-0.439306	1.0016	-1.43396
0.307999	1.11011	0.10612	-2.93835	1.35085	0.895748	-0.444562	1.00167	-1.43894
0.309999	1.10422	0.108847	-2.95561	1.37584	0.893112	-0.449834	1.00174	-1.44392
0.311999	1.09829	0.111624	-2.97283	1.40109	0.89043	-0.455121	1.00182	-1.4489
0.313999	1.09233	0.114451	-2.99	1.42658	0.8877	-0.460422	1.0019	-1.45388
0.315999	1.08633	0.11733	-3.00712	1.45231	0.884923	-0.465737	1.00198	-1.45886
0.317999	1.0803	0.120261	-3.0242	1.4783	0.882098	-0.471066	1.00207	-1.46384
0.319999	1.07423	0.123244	-3.04123	1.50452	0.879224	-0.476408	1.00216	-1.46882
0.321999	1.06813	0.126279	-3.05822	1.53098	0.876302	-0.481762	1.00225	-1.4738
0.323999	1.062	0.129368	-3.07516	1.55767	0.873331	-0.487127	1.00234	-1.47877
0.325999	1.05583	0.13251	-3.09205	1.5846	0.87031	-0.492504	1.00243	-1.48374
0.327999	1.04963	0.135706	-3.10889	1.61176	0.867239	-0.497891	1.00253	-1.4887
0.329999	1.0434	0.138957	-3.12569	1.63914	0.864119	-0.503288	1.00263	-1.49365
0.331999	1.03713	0.142263	-3.14244	1.66675	0.860947	-0.508695	1.00273	-1.49859
0.333999	1.03083	0.145624	-3.15914	1.69457	0.857724	-0.51411	1.00283	-1.50353
0.335999	1.02449	0.149041	-3.17579	1.7226	0.85445	-0.519533	1.00294	-1.50845
0.337999	1.01812	0.152515	-3.1924	1.75084	0.851124	-0.524964	1.00305	-1.51336
0.339999	1.01172	0.156045	-3.20895	1.77928	0.847746	-0.530402	1.00316	-1.51825
0.341999	1.00529	0.159632	-3.22546	1.80792	0.844316	-0.535845	1.00327	-1.52313
0.343999	0.99882	0.163276	-3.24192	1.83675	0.840833	-0.541295	1.00338	-1.52799
0.345999	0.99232	0.166979	-3.25832	1.86577	0.837297	-0.546749	1.0035	-1.53284
0.347999	0.985787	0.17074	-3.27468	1.89496	0.833707	-0.552207	1.00362	-1.53767
0.349999	0.979221	0.174559	-3.29098	1.92432	0.830063	-0.557669	1.00374	-1.54247
0.351999	0.972623	0.178437	-3.30723	1.95384	0.826366	-0.563134	1.00386	-1.54726
0.353999	0.965992	0.182374	-3.32343	1.98353	0.822614	-0.568601	1.00398	-1.55202
0.355999	0.959329	0.186371	-3.33958	2.01335	0.818807	-0.574069	1.0041	-1.55675
0.357999	0.952634	0.190428	-3.35568	2.04332	0.814945	-0.579538	1.00422	-1.56146
0.359999	0.945907	0.194544	-3.37172	2.07341	0.811028	-0.585008	1.00435	-1.56614
0.361999	0.939147	0.198721	-3.38771	2.10362	0.807055	-0.590476	1.00447	-1.5708
0.363999	0.932356	0.202959	-3.40364	2.13394	0.803026	-0.595944	1.00459	-1.57542
0.365999	0.925533	0.207257	-3.41952	2.16435	0.798941	-0.601409	1.00472	-1.58001
0.367999	0.918678	0.211616	-3.43534	2.19485	0.7948	-0.606871	1.00484	-1.58456
0.369999	0.911792	0.216037	-3.4511	2.22542	0.790602	-0.61233	1.00496	-1.58908
0.371999	0.904874	0.220518	-3.46681	2.25605	0.786347	-0.617785	1.00508	-1.59357
0.373999	0.897924	0.225061	-3.48246	2.28673	0.782035	-0.623235	1.0052	-1.59802
0.375999	0.890944	0.229665	-3.49804	2.31743	0.777665	-0.628678	1.00532	-1.60242
0.377999	0.883932	0.234331	-3.51357	2.34815	0.773238	-0.634115	1.00543	-1.60679
0.379999	0.87689	0.239058	-3.52904	2.37888	0.768753	-0.639545	1.00554	-1.61111
0.381999	0.869816	0.243846	-3.54444	2.40958	0.76421	-0.644967	1.00565	-1.61538
0.383999	0.862712	0.248696	-3.55978	2.44025	0.759609	-0.65038	1.00575	-1.61961
0.385999	0.855577	0.253607	-3.57505	2.47087	0.75495	-0.655783	1.00585	-1.6238
0.387999	0.848412	0.258579	-3.59025	2.50142	0.750231	-0.661175	1.00594	-1.62793
0.389999	0.841216	0.263613	-3.60539	2.53188	0.745454	-0.666557	1.00602	-1.63201
0.391999	0.83399	0.268707	-3.62045	2.56222	0.740618	-0.671926	1.0061	-1.63604
0.393999	0.826734	0.273861	-3.63544	2.59243	0.735724	-0.677282	1.00617	-1.64002
0.395999	0.819449	0.279076	-3.65036	2.62249	0.73077	-0.682624	1.00624	-1.64393
0.397999	0.812133	0.284351	-3.6652	2.65236	0.725756	-0.687952	1.00629	-1.6478
0.399999	0.804788	0.289686	-3.67997	2.68203	0.720684	-0.693264	1.00633	-1.6516
0.401999	0.797413	0.295079	-3.69465	2.71148	0.715551	-0.69856	1.00637	-1.65534
0.403999	0.790009	0.300531	-3.70925	2.74066	0.71036	-0.703839	1.00639	-1.65902
0.405999	0.782576	0.306042	-3.72376	2.76957	0.705109	-0.709099	1.0064	-1.66263
0.407999	0.775114	0.311609	-3.73818	2.79816	0.699798	-0.714341	1.00639	-1.66618
0.409999	0.767624	0.317234	-3.75252	2.82642	0.694427	-0.719563	1.00637	-1.66966
0.411999	0.760104	0.322915	-3.76676	2.85431	0.688997	-0.724764	1.00633	-1.67308
0.413999	0.752557	0.328651	-3.7809	2.8818	0.683507	-0.729944	1.00627	-1.67642
0.415999	0.744981	0.334442	-3.79494	2.90886	0.677958	-0.735101	1.0062	-1.67969
0.417999	0.737377	0.340286	-3.80888	2.93547	0.672349	-0.740235	1.00611	-1.68289
0.419999	0.729745	0.346183	-3.82272	2.96157	0.66668	-0.745344	1.00599	-1.68602
0.421999	0.722086	0.352132	-3.83644	2.98715	0.660952	-0.750429	1.00585	-1.68907
0.423999	0.7144	0.358131	-3.85005	3.01217	0.655164	-0.755487	1.00569	-1.69204
0.425999	0.706686	0.36418	-3.86355	3.03659	0.649317	-0.760518	1.0055	-1.69493
0.427999	0.698946	0.370277	-3.87692	3.06039	0.643411	-0.765521	1.00528	-1.69775
0.429999	0.691178	0.376421	-3.89017	3.08351	0.637446	-0.770495	1.00504	-1.70048
0.431999	0.683385	0.382611	-3.9033	3.10594	0.631421	-0.77544	1.00477	-1.70313
0.433999	0.675565	0.388845	-3.91629	3.12763	0.625339	-0.780354	1.00446	-1.7057
0.435999	0.66772	0.395121	-3.92915	3.14854	0.619197	-0.785236	1.00412	-1.70819
0.437999	0.659849	0.401438	-3.94187	3.16865	0.612997	-0.790085	1.00374	-1.71058
0.439999	0.651953	0.407795	-3.95444	3.18792	0.60674	-0.794901	1.00333	-1.7129
0.441999	0.644031	0.414189	-3.96687	3.2063	0.600424	-0.799682	1.00287	-1.71512
0.443999	0.636085	0.42062	-3.97916	3.22377	0.594051	-0.804428	1.00238	-1.71726
0.445999	0.628115	0.427084	-3.99128	3.24029	0.58762	-0.809137	1.00184	-1.71931
0.447999	0.62012	0.43358	-4.00326	3.25582	0.581133	-0.813809	1.00126	-1.72128
0.449999	0.612102	0.440106	-4.01507	3.27034	0.574589	-0.818442	1.00062	-1.72315
0.451999	0.60406	0.446661	-4.02672	3.28381	0.567989	-0.823036	0.999945	-1.72493
0.453999	0.595995	0.453241	-4.03821	3.2962	0.561332	-0.82759	0.999214	-1.72662
0.455999	0.587907	0.459845	-4.04953	3.30747	0.554621	-0.832103	0.99843	-1.72822
0.457999	0.579797	0.46647	-4.06067	3.3176	0.547854	-0.836574	0.99759	-1.72974
0.459999	0.571665	0.473114	-4.07165	3.32657	0.541033	-0.841002	0.996693	-1.73116
0.461999	0.563511	0.479775	-4.08245	3.33434	0.534157	-0.845385	0.995737	-1.73248
0.463999	0.555335	0.486451	-4.09307	3.34089	0.527228	-0.849724	0.994719	-1.73372
0.465999	0.547138	0.493138	-4.10351	3.3462	0.520245	-0.854017	0.993638	-1.73487
0.467999	0.538921	0.499835	-4.11378	3.35024	0.51321	-0.858263	0.992491	-1.73592
0.469999	0.530683	0.506538	-4.12386	3.35301	0.506123	-0.862461	0.991276	-1.73689
0.471999	0.522426	0.513246	-4.13377	3.35447	0.498984	-0.866611	0.989991	-1.73777
0.473999	0.514148	0.519955	-4.14349	3.35462	0.491794	-0.870712	0.988635	-1.73855
0.475999	0.505852	0.526664	-4.15304	3.35344	0.484553	-0.874762	0.987205	-1.73925
0.477999	0.497536	0.533368	-4.1624	3.35092	0.477262	-0.878761	0.985699	-1.73986
0.479999	0.489202	0.540066	-4.17158	3.34706	0.469922	-0.882708	0.984115	-1.74038
0.481999	0.48085	0.546756	-4.18059	3.34185	0.462533	-0.886602	0.982452	-1.74082
0.483999	0.47248	0.553433	-4.18942	3.33528	0.455096	-0.890442	0.980707	-1.74117
0.485999	0.464093	0.560096	-4.19807	3.32735	0.447612	-0.894228	0.978879	-1.74143
0.487999	0.455688	0.566741	-4.20655	3.31806	0.44008	-0.897958	0.976966	-1.74161
0.489999	0.447267	0.573367	-4.21486	3.30742	0.432503	-0.901633	0.974966	-1.74171
0.491999	0.438829	0.57997	-4.223	3.29544	0.424879	-0.90525	0.972878	-1.74173
0.493999	0.430375	0.586548	-4.23098	3.2821	0.417211	-0.90881	0.970701	-1.74167
0.495999	0.421905	0.593098	-4.23879	3.26744	0.409499	-0.912311	0.968431	-1.74152
0.497999	0.41342	0.599617	-4.24645	3.25146	0.401743	-0.915752	0.966069	-1.7413
0.499999	0.404919	0.606103	-4.25395	3.23416	0.393944	-0.919134	0.963613	-1.74101
0.501999	0.396404	0.612553	-4.26129	3.21558	0.386104	-0.922455	0.961062	-1.74064
0.503999	0.387874	0.618964	-4.26849	3.19571	0.378221	-0.925715	0.958413	-1.7402
0.505999	0.37933	0.625335	-4.27555	3.17459	0.370298	-0.928913	0.955667	-1.73968
0.507999	0.370772	0.631662	-4.28246	3.15222	0.362335	-0.932048	0.952822	-1.7391
0.509999	0.3622	0.637943	-4.28924	3.12864	0.354333	-0.935119	0.949877	-1.73844
0.511999	0.353615	0.644176	-4.29589	3.10385	0.346291	-0.938127	0.946831	-1.73772
0.513999	0.345017	0.650358	-4.30241	3.0779	0.338212	-0.94107	0.943683	-1.73694
0.515999	0.336406	0.656486	-4.3088	3.05079	0.330096	-0.943947	0.940434	-1.73609
0.517999	0.327782	0.66256	-4.31508	3.02255	0.321944	-0.946759	0.937081	-1.73518
0.519999	0.319145	0.668576	-4.32124	2.99322	0.313755	-0.949504	0.933624	-1.73421
0.521999	0.310497	0.674532	-4.32728	2.96281	0.305532	-0.952182	0.930064	-1.73318
0.523999	0.301836	0.680426	-4.33322	2.93135	0.297274	-0.954792	0.926399	-1.7321
0.525999	0.293164	0.686257	-4.33906	2.89887	0.288983	-0.957334	0.922628	-1.73096
0.527999	0.28448	0.692021	-4.34479	2.8654	0.280658	-0.959808	0.918753	-1.72977
0.529999	0.275785	0.697718	-4.35042	2.83096	0.272302	-0.962212	0.914773	-1.72852
0.531999	0.267078	0.703345	-4.35596	2.79558	0.263915	-0.964546	0.910687	-1.72723
0.533999	0.258361	0.7089	-4.3614	2.75928	0.255496	-0.96681	0.906495	-1.72589
0.535999	0.249633	0.714381	-4.36676	2.72211	0.247048	-0.969003	0.902198	-1.7245
0.537999	0.240894	0.719788	-4.37202	2.68407	0.238571	-0.971125	0.897796	-1.72307
0.539999	0.232145	0.725117	-4.37721	2.6452	0.230065	-0.973175	0.893288	-1.7216
0.541999	0.223385	0.730368	-4.3823	2.60553	0.221532	-0.975153	0.888676	-1.72008
0.543999	0.214616	0.735539	-4.38732	2.56508	0.212972	-0.977058	0.883959	-1.71853
0.545999	0.205836	0.740628	-4.39226	2.52387	0.204386	-0.97889	0.879137	-1.71694
0.547999	0.197047	0.745634	-4.39712	2.48194	0.195774	-0.980649	0.874211	-1.71531
0.549999	0.188248	0.750555	-4.4019	2.4393	0.187138	-0.982334	0.869183	-1.71364
0.551999	0.179439	0.75539	-4.4066	2.39598	0.178478	-0.983944	0.864051	-1.71195
0.553999	0.170621	0.760139	-4.41122	2.35201	0.169795	-0.985479	0.858817	-1.71022
0.555999	0.161794	0.764798	-4.41577	2.30741	0.161089	-0.98694	0.853481	-1.70846
0.557999	0.152958	0.769368	-4.42024	2.2622	0.152363	-0.988325	0.848044	-1.70668
0.559999	0.144113	0.773847	-4.42464	2.2164	0.143615	-0.989634	0.842507	-1.70486
0.561999	0.13526	0.778233	-4.42895	2.17003	0.134848	-0.990866	0.83687	-1.70302
0.563999	0.126398	0.782526	-4.43319	2.12312	0.126061	-0.992022	0.831135	-1.70116
0.565999	0.117527	0.786725	-4.43735	2.07568	0.117257	-0.993102	0.825301	-1.69927
0.567999	0.108648	0.790829	-4.44143	2.02773	0.108435	-0.994104	0.819371	-1.69736
