#Values:
#Time step dt:	1e-05
#Max Time tmax:	15
#Samplesize:	10000
#Outfile:	./Data/data1.dat
#l1: 2	l2: 1	m1: 1	m2: 1
#Time t 	 Angle1 in rad 	 Angle2 in rad 	 AngVel1 in rad/s 	 AngVel2 in rad/s 	 Cart Positions x1 	 y1 	 x2 	 y2 
0.11699	1.53723	1.57077	-0.57382	-0.00154971	1.99887	-0.0671239	2.99887	-0.0671542
0.11849	1.53636	1.57076	-0.581173	-0.00165151	1.99881	-0.0688554	2.99881	-0.068888
0.11999	1.53548	1.57076	-0.588526	-0.0017586	1.99875	-0.0706088	2.99875	-0.070644
0.12149	1.5346	1.57076	-0.595879	-0.00187116	1.99869	-0.0723842	2.99869	-0.0724221
0.12299	1.5337	1.57076	-0.603232	-0.0019894	1.99862	-0.0741816	2.99862	-0.0742224
0.12449	1.53279	1.57075	-0.610584	-0.00211353	1.99856	-0.076001	2.99856	-0.0760448
0.12599	1.53187	1.57075	-0.617936	-0.00224377	1.99848	-0.0778423	2.99848	-0.0778895
0.12749	1.53093	1.57075	-0.625288	-0.00238034	1.99841	-0.0797056	2.99841	-0.0797562
0.12899	1.52999	1.57074	-0.632639	-0.00252347	1.99834	-0.0815909	2.99834	-0.0816452
0.13049	1.52904	1.57074	-0.639991	-0.00267339	1.99826	-0.0834982	2.99826	-0.0835564
0.13199	1.52807	1.57073	-0.647342	-0.00283034	1.99817	-0.0854274	2.99817	-0.0854897
0.13349	1.52709	1.57073	-0.654692	-0.00299455	1.99809	-0.0873785	2.99809	-0.0874452
0.13499	1.52611	1.57073	-0.662042	-0.00316628	1.998	-0.0893517	2.998	-0.0894229
0.13649	1.52511	1.57072	-0.669392	-0.00334578	1.99791	-0.0913467	2.99791	-0.0914229
0.13799	1.5241	1.57071	-0.676742	-0.00353331	1.99782	-0.0933637	2.99782	-0.093445
0.13949	1.52308	1.57071	-0.684091	-0.00372914	1.99772	-0.0954026	2.99772	-0.0954894
0.14099	1.52205	1.5707	-0.69144	-0.00393353	1.99762	-0.0974634	2.99762	-0.097556
0.14249	1.521	1.5707	-0.698789	-0.00414675	1.99752	-0.0995462	2.99752	-0.0996448
0.14399	1.51995	1.57069	-0.706137	-0.0043691	1.99742	-0.101651	2.99742	-0.101756
0.14549	1.51888	1.57068	-0.713485	-0.00460085	1.99731	-0.103777	2.99731	-0.103889
0.14699	1.51781	1.57068	-0.720832	-0.0048423	1.99719	-0.105926	2.99719	-0.106045
0.14849	1.51672	1.57067	-0.728179	-0.00509374	1.99708	-0.108096	2.99708	-0.108222
0.14999	1.51562	1.57066	-0.735526	-0.00535549	1.99696	-0.110288	2.99696	-0.110422
0.15149	1.51452	1.57065	-0.742872	-0.00562784	1.99683	-0.112502	2.99683	-0.112645
0.15299	1.5134	1.57065	-0.750217	-0.00591113	1.99671	-0.114738	2.99671	-0.114889
0.15449	1.51226	1.57064	-0.757562	-0.00620566	1.99658	-0.116996	2.99658	-0.117156
0.15599	1.51112	1.57063	-0.764907	-0.00651176	1.99644	-0.119276	2.99644	-0.119445
0.15749	1.50997	1.57062	-0.772251	-0.00682978	1.9963	-0.121577	2.9963	-0.121757
0.15899	1.50881	1.57061	-0.779595	-0.00716004	1.99616	-0.123901	2.99616	-0.124091
0.16049	1.50763	1.5706	-0.786938	-0.00750289	1.99601	-0.126246	2.99601	-0.126447
0.16199	1.50645	1.57058	-0.79428	-0.00785869	1.99586	-0.128613	2.99586	-0.128825
0.16349	1.50525	1.57057	-0.801622	-0.0082278	1.99571	-0.131002	2.99571	-0.131226
0.16499	1.50404	1.57056	-0.808964	-0.00861056	1.99555	-0.133412	2.99555	-0.133649
0.16649	1.50282	1.57055	-0.816305	-0.00900737	1.99538	-0.135844	2.99538	-0.136095
0.16799	1.50159	1.57053	-0.823645	-0.00941859	1.99521	-0.138298	2.99521	-0.138563
0.16949	1.50035	1.57052	-0.830984	-0.0098446	1.99504	-0.140774	2.99504	-0.141053
0.17099	1.4991	1.5705	-0.838323	-0.0102858	1.99486	-0.143272	2.99486	-0.143566
0.17249	1.49784	1.57049	-0.845661	-0.0107426	1.99468	-0.145791	2.99468	-0.146101
0.17399	1.49656	1.57047	-0.852999	-0.0112153	1.99449	-0.148332	2.99449	-0.148658
0.17549	1.49528	1.57045	-0.860336	-0.0117045	1.9943	-0.150895	2.9943	-0.151238
0.17699	1.49398	1.57044	-0.867672	-0.0122104	1.9941	-0.153479	2.9941	-0.153841
0.17849	1.49267	1.57042	-0.875007	-0.0127336	1.9939	-0.156086	2.9939	-0.156465
0.17999	1.49136	1.5704	-0.882342	-0.0132744	1.99369	-0.158713	2.99369	-0.159113
0.18149	1.49003	1.57038	-0.889676	-0.0138332	1.99348	-0.161363	2.99348	-0.161782
0.18299	1.48869	1.57036	-0.897009	-0.0144106	1.99326	-0.164034	2.99326	-0.164475
0.18449	1.48734	1.57033	-0.904341	-0.015007	1.99304	-0.166727	2.99304	-0.167189
0.18599	1.48597	1.57031	-0.911673	-0.0156228	1.99281	-0.169441	2.99281	-0.169927
0.18749	1.4846	1.57029	-0.919003	-0.0162584	1.99258	-0.172177	2.99257	-0.172687
0.18899	1.48322	1.57026	-0.926333	-0.0169144	1.99233	-0.174934	2.99233	-0.175469
0.19049	1.48182	1.57024	-0.933662	-0.0175912	1.99209	-0.177713	2.99209	-0.178274
0.19199	1.48042	1.57021	-0.94099	-0.0182893	1.99184	-0.180514	2.99184	-0.181101
0.19349	1.479	1.57018	-0.948317	-0.0190091	1.99158	-0.183336	2.99158	-0.183952
0.19499	1.47757	1.57015	-0.955643	-0.0197512	1.99132	-0.18618	2.99132	-0.186824
0.19649	1.47613	1.57012	-0.962968	-0.0205161	1.99105	-0.189045	2.99105	-0.18972
0.19799	1.47468	1.57009	-0.970292	-0.0213042	1.99077	-0.191932	2.99077	-0.192638
0.19949	1.47322	1.57006	-0.977615	-0.0221161	1.99049	-0.19484	2.99049	-0.195578
0.20099	1.47175	1.57002	-0.984937	-0.0229522	1.9902	-0.197769	2.9902	-0.198542
0.20249	1.47027	1.56999	-0.992257	-0.0238132	1.9899	-0.20072	2.9899	-0.201528
0.20399	1.46877	1.56995	-0.999577	-0.0246994	1.9896	-0.203693	2.9896	-0.204536
0.20549	1.46727	1.56991	-1.0069	-0.0256116	1.98929	-0.206686	2.98929	-0.207568
0.20699	1.46575	1.56988	-1.01421	-0.0265501	1.98898	-0.209701	2.98898	-0.210622
0.20849	1.46423	1.56984	-1.02153	-0.0275156	1.98865	-0.212738	2.98865	-0.213699
0.20999	1.46269	1.56979	-1.02884	-0.0285086	1.98832	-0.215796	2.98832	-0.216799
0.21149	1.46114	1.56975	-1.03616	-0.0295297	1.98799	-0.218875	2.98799	-0.219922
0.21299	1.45958	1.5697	-1.04347	-0.0305794	1.98764	-0.221975	2.98764	-0.223067
0.21449	1.45801	1.56966	-1.05078	-0.0316582	1.98729	-0.225097	2.98729	-0.226235
0.21599	1.45643	1.56961	-1.05809	-0.0327669	1.98693	-0.22824	2.98693	-0.229427
0.21749	1.45483	1.56956	-1.0654	-0.0339059	1.98657	-0.231404	2.98657	-0.232641
0.21899	1.45323	1.56951	-1.07271	-0.0350759	1.98619	-0.234589	2.98619	-0.235878
0.22049	1.45162	1.56945	-1.08001	-0.0362774	1.98581	-0.237796	2.98581	-0.239138
0.22199	1.44999	1.5694	-1.08732	-0.037511	1.98542	-0.241023	2.98542	-0.24242
0.22349	1.44835	1.56934	-1.09462	-0.0387775	1.98503	-0.244272	2.98503	-0.245726
0.22499	1.44671	1.56928	-1.10192	-0.0400772	1.98462	-0.247542	2.98462	-0.249055
0.22649	1.44505	1.56922	-1.10922	-0.041411	1.98421	-0.250832	2.98421	-0.252407
0.22799	1.44338	1.56916	-1.11652	-0.0427794	1.98379	-0.254144	2.98379	-0.255782
0.22949	1.4417	1.56909	-1.12382	-0.044183	1.98336	-0.257477	2.98336	-0.25918
0.23099	1.44001	1.56903	-1.13111	-0.0456224	1.98292	-0.260831	2.98292	-0.262601
0.23249	1.43831	1.56896	-1.13841	-0.0470985	1.98247	-0.264206	2.98247	-0.266046
0.23399	1.43659	1.56888	-1.1457	-0.0486116	1.98202	-0.267601	2.98201	-0.269513
0.23549	1.43487	1.56881	-1.15299	-0.0501626	1.98155	-0.271018	2.98155	-0.273004
0.23699	1.43313	1.56873	-1.16028	-0.0517521	1.98108	-0.274455	2.98108	-0.276518
0.23849	1.43139	1.56866	-1.16756	-0.0533807	1.9806	-0.277914	2.98059	-0.280055
0.23999	1.42963	1.56857	-1.17485	-0.0550492	1.98011	-0.281393	2.9801	-0.283615
0.24149	1.42786	1.56849	-1.18213	-0.0567581	1.97961	-0.284892	2.9796	-0.287199
0.24299	1.42609	1.5684	-1.18941	-0.0585082	1.9791	-0.288413	2.97909	-0.290806
0.24449	1.4243	1.56831	-1.19669	-0.0603001	1.97858	-0.291954	2.97857	-0.294436
0.24599	1.4225	1.56822	-1.20397	-0.0621346	1.97805	-0.295516	2.97804	-0.29809
0.24749	1.42068	1.56813	-1.21125	-0.0640123	1.97751	-0.299099	2.9775	-0.301767
0.24899	1.41886	1.56803	-1.21852	-0.065934	1.97696	-0.302702	2.97696	-0.305467
0.25049	1.41703	1.56793	-1.22579	-0.0679003	1.9764	-0.306325	2.9764	-0.309191
0.25199	1.41518	1.56783	-1.23306	-0.0699119	1.97583	-0.30997	2.97583	-0.312939
0.25349	1.41333	1.56772	-1.24033	-0.0719697	1.97526	-0.313634	2.97525	-0.31671
0.25499	1.41146	1.56761	-1.24759	-0.0740742	1.97467	-0.317319	2.97466	-0.320505
0.25649	1.40959	1.5675	-1.25485	-0.0762262	1.97407	-0.321025	2.97406	-0.324323
0.25799	1.4077	1.56738	-1.26211	-0.0784265	1.97346	-0.324751	2.97345	-0.328165
0.25949	1.4058	1.56726	-1.26937	-0.0806757	1.97284	-0.328497	2.97283	-0.33203
0.26099	1.40389	1.56714	-1.27663	-0.0829747	1.97221	-0.332263	2.9722	-0.335919
0.26249	1.40197	1.56701	-1.28388	-0.0853241	1.97157	-0.33605	2.97156	-0.339832
0.26399	1.40004	1.56688	-1.29113	-0.0877247	1.97091	-0.339857	2.97091	-0.343769
0.26549	1.3981	1.56675	-1.29838	-0.0901772	1.97025	-0.343684	2.97024	-0.347729
0.26699	1.39614	1.56661	-1.30563	-0.0926824	1.96957	-0.347531	2.96957	-0.351714
0.26849	1.39418	1.56647	-1.31287	-0.0952411	1.96889	-0.351399	2.96888	-0.355722
0.26999	1.39221	1.56633	-1.32011	-0.097854	1.96819	-0.355286	2.96818	-0.359754
0.27149	1.39022	1.56618	-1.32735	-0.100522	1.96748	-0.359193	2.96747	-0.36381
0.27299	1.38822	1.56603	-1.33458	-0.103246	1.96676	-0.36312	2.96675	-0.36789
0.27449	1.38622	1.56587	-1.34181	-0.106026	1.96603	-0.367067	2.96601	-0.371994
0.27599	1.3842	1.56571	-1.34904	-0.108863	1.96528	-0.371034	2.96527	-0.376122
0.27749	1.38217	1.56554	-1.35627	-0.111759	1.96453	-0.375021	2.96451	-0.380274
0.27899	1.38013	1.56537	-1.36349	-0.114713	1.96376	-0.379027	2.96374	-0.384451
0.28049	1.37808	1.5652	-1.37072	-0.117727	1.96297	-0.383054	2.96296	-0.388651
0.28199	1.37602	1.56502	-1.37793	-0.120801	1.96218	-0.387099	2.96216	-0.392876
0.28349	1.37395	1.56484	-1.38515	-0.123937	1.96137	-0.391165	2.96136	-0.397125
0.28499	1.37186	1.56465	-1.39236	-0.127134	1.96056	-0.39525	2.96054	-0.401398
0.28649	1.36977	1.56446	-1.39957	-0.130395	1.95972	-0.399354	2.9597	-0.405695
0.28799	1.36766	1.56426	-1.40677	-0.133719	1.95888	-0.403478	2.95886	-0.410017
0.28949	1.36555	1.56405	-1.41398	-0.137107	1.95802	-0.407621	2.958	-0.414363
0.29099	1.36342	1.56385	-1.42117	-0.140561	1.95715	-0.411783	2.95713	-0.418734
0.29249	1.36128	1.56363	-1.42837	-0.14408	1.95627	-0.415965	2.95624	-0.423129
0.29399	1.35914	1.56341	-1.43556	-0.147667	1.95537	-0.420166	2.95534	-0.427549
0.29549	1.35698	1.56319	-1.44275	-0.15132	1.95446	-0.424386	2.95443	-0.431993
0.29699	1.35481	1.56296	-1.44993	-0.155043	1.95353	-0.428625	2.9535	-0.436462
0.29849	1.35263	1.56272	-1.45712	-0.158834	1.95259	-0.432884	2.95256	-0.440956
0.29999	1.35044	1.56248	-1.46429	-0.162696	1.95164	-0.437161	2.9516	-0.445474
0.30149	1.34824	1.56224	-1.47147	-0.166628	1.95067	-0.441457	2.95063	-0.450017
0.30299	1.34602	1.56198	-1.47864	-0.170632	1.94969	-0.445772	2.94965	-0.454585
0.30449	1.3438	1.56172	-1.4858	-0.174709	1.94869	-0.450105	2.94865	-0.459177
0.30599	1.34157	1.56146	-1.49296	-0.178859	1.94768	-0.454458	2.94764	-0.463795
0.30749	1.33932	1.56119	-1.50012	-0.183082	1.94666	-0.458829	2.94661	-0.468437
0.30899	1.33706	1.56091	-1.50728	-0.187381	1.94562	-0.463218	2.94557	-0.473105
0.31049	1.3348	1.56063	-1.51443	-0.191756	1.94456	-0.467626	2.94451	-0.477797
0.31199	1.33252	1.56033	-1.52157	-0.196207	1.94349	-0.472053	2.94344	-0.482514
0.31349	1.33023	1.56004	-1.52871	-0.200735	1.94241	-0.476498	2.94235	-0.487257
0.31499	1.32794	1.55973	-1.53585	-0.205342	1.94131	-0.480961	2.94125	-0.492025
0.31649	1.32563	1.55942	-1.54298	-0.210028	1.94019	-0.485442	2.94013	-0.496817
0.31799	1.32331	1.5591	-1.55011	-0.214793	1.93906	-0.489942	2.93899	-0.501636
0.31949	1.32098	1.55878	-1.55723	-0.219639	1.93791	-0.494459	2.93784	-0.506479
0.32099	1.31864	1.55844	-1.56435	-0.224567	1.93675	-0.498995	2.93667	-0.511348
0.32249	1.31628	1.5581	-1.57147	-0.229576	1.93557	-0.503548	2.93549	-0.516242
0.32399	1.31392	1.55775	-1.57857	-0.234669	1.93438	-0.50812	2.93429	-0.521161
0.32549	1.31155	1.5574	-1.58568	-0.239846	1.93317	-0.512709	2.93308	-0.526106
0.32699	1.30916	1.55704	-1.59278	-0.245108	1.93194	-0.517316	2.93184	-0.531077
0.32849	1.30677	1.55666	-1.59987	-0.250455	1.93069	-0.52194	2.93059	-0.536073
0.32999	1.30436	1.55628	-1.60696	-0.255888	1.92943	-0.526582	2.92933	-0.541094
0.33149	1.30195	1.5559	-1.61404	-0.261409	1.92816	-0.531242	2.92804	-0.546142
0.33299	1.29952	1.5555	-1.62112	-0.267017	1.92686	-0.535919	2.92674	-0.551215
0.33449	1.29709	1.55509	-1.62819	-0.272714	1.92555	-0.540613	2.92543	-0.556314
0.33599	1.29464	1.55468	-1.63526	-0.278501	1.92422	-0.545324	2.92409	-0.561438
0.33749	1.29218	1.55426	-1.64232	-0.284378	1.92287	-0.550052	2.92274	-0.566589
0.33899	1.28971	1.55383	-1.64938	-0.290347	1.92151	-0.554798	2.92137	-0.571765
0.34049	1.28723	1.55339	-1.65643	-0.296407	1.92013	-0.55956	2.91998	-0.576967
0.34199	1.28474	1.55294	-1.66347	-0.30256	1.91873	-0.564339	2.91857	-0.582196
0.34349	1.28224	1.55248	-1.67051	-0.308807	1.91731	-0.569135	2.91714	-0.58745
0.34499	1.27973	1.55201	-1.67754	-0.315148	1.91588	-0.573948	2.9157	-0.59273
0.34649	1.27721	1.55154	-1.68457	-0.321585	1.91442	-0.578777	2.91424	-0.598037
0.34799	1.27468	1.55105	-1.69159	-0.328117	1.91295	-0.583623	2.91276	-0.60337
0.34949	1.27213	1.55055	-1.6986	-0.334746	1.91146	-0.588485	2.91126	-0.608729
0.35099	1.26958	1.55004	-1.70561	-0.341473	1.90995	-0.593363	2.90974	-0.614114
0.35249	1.26702	1.54953	-1.71261	-0.348297	1.90843	-0.598257	2.9082	-0.619526
0.35399	1.26444	1.549	-1.7196	-0.355221	1.90688	-0.603168	2.90664	-0.624964
0.35549	1.26186	1.54846	-1.72659	-0.362245	1.90531	-0.608095	2.90506	-0.630428
0.35699	1.25926	1.54791	-1.73357	-0.36937	1.90373	-0.613037	2.90347	-0.635919
0.35849	1.25666	1.54735	-1.74054	-0.376596	1.90213	-0.617995	2.90185	-0.641437
0.35999	1.25404	1.54678	-1.74751	-0.383924	1.9005	-0.622969	2.90021	-0.646981
0.36149	1.25141	1.5462	-1.75447	-0.391355	1.89886	-0.627958	2.89856	-0.652551
0.36299	1.24878	1.54561	-1.76142	-0.398889	1.8972	-0.632963	2.89688	-0.658149
0.36449	1.24613	1.545	-1.76836	-0.406528	1.89551	-0.637984	2.89518	-0.663773
0.36599	1.24347	1.54439	-1.77529	-0.414273	1.89381	-0.643019	2.89346	-0.669424
0.36749	1.2408	1.54376	-1.78222	-0.422123	1.89209	-0.64807	2.89172	-0.675101
0.36899	1.23813	1.54312	-1.78914	-0.43008	1.89035	-0.653135	2.88996	-0.680806
0.37049	1.23544	1.54247	-1.79605	-0.438144	1.88858	-0.658216	2.88818	-0.686537
0.37199	1.23274	1.54181	-1.80296	-0.446317	1.8868	-0.663311	2.88638	-0.692296
0.37349	1.23003	1.54113	-1.80985	-0.454598	1.885	-0.668421	2.88456	-0.698081
0.37499	1.22731	1.54044	-1.81674	-0.462989	1.88317	-0.673546	2.88271	-0.703893
0.37649	1.22458	1.53974	-1.82361	-0.471491	1.88133	-0.678685	2.88084	-0.709733
0.37799	1.22184	1.53903	-1.83048	-0.480103	1.87946	-0.683838	2.87895	-0.715599
0.37949	1.21909	1.5383	-1.83734	-0.488827	1.87757	-0.689006	2.87704	-0.721493
0.38099	1.21633	1.53756	-1.84419	-0.497664	1.87566	-0.694187	2.87511	-0.727414
0.38249	1.21355	1.53681	-1.85103	-0.506613	1.87373	-0.699383	2.87315	-0.733362
0.38399	1.21077	1.53604	-1.85787	-0.515677	1.87178	-0.704592	2.87117	-0.739338
0.38549	1.20798	1.53526	-1.86469	-0.524855	1.8698	-0.709815	2.86917	-0.745341
0.38699	1.20518	1.53447	-1.8715	-0.534149	1.86781	-0.715052	2.86715	-0.751371
0.38849	1.20237	1.53366	-1.8783	-0.543558	1.86579	-0.720302	2.8651	-0.757429
0.38999	1.19954	1.53284	-1.8851	-0.553084	1.86375	-0.725565	2.86303	-0.763514
0.39149	1.19671	1.532	-1.89188	-0.562727	1.86168	-0.730842	2.86093	-0.769627
0.39299	1.19387	1.53115	-1.89865	-0.572488	1.8596	-0.736131	2.85881	-0.775767
0.39449	1.19102	1.53028	-1.90541	-0.582368	1.85749	-0.741434	2.85667	-0.781935
0.39599	1.18815	1.5294	-1.91216	-0.592367	1.85536	-0.746749	2.8545	-0.788131
0.39749	1.18528	1.52851	-1.9189	-0.602486	1.85321	-0.752077	2.85231	-0.794354
0.39899	1.1824	1.5276	-1.92563	-0.612725	1.85103	-0.757417	2.8501	-0.800605
0.40049	1.1795	1.52667	-1.93234	-0.623086	1.84883	-0.76277	2.84786	-0.806883
0.40199	1.1766	1.52573	-1.93905	-0.633568	1.84661	-0.768135	2.84559	-0.81319
0.40349	1.17369	1.52477	-1.94574	-0.644173	1.84436	-0.773512	2.84331	-0.819524
0.40499	1.17076	1.52379	-1.95242	-0.654901	1.84209	-0.778901	2.84099	-0.825886
0.40649	1.16783	1.5228	-1.95909	-0.665753	1.8398	-0.784301	2.83865	-0.832276
